X,Y,DATEEND,TIMESTART,TIMEEND,ADDRESS,Arrest,LarcenyCode,CODE_DEFINED,LAT,LONG,ObjectId
-8476353.32194447,5320604.68697808,2024/09/06 00:00:00+00,1930,930,600 CATHERINE ST     ,,From Building,BURGLARY,43.05669039,-76.1443774269999,6621
-8474781.60249924,5318128.03162574,2024/08/20 00:00:00+00,1700,1700,600 COMSTOCK AV   ,,All Other,LARCENY,43.0404319720001,-76.130258431,6622
-8474781.60249924,5318128.03162574,2024/02/02 00:00:00+00,1420,1520,600 COMSTOCK AV ,,All Other,LARCENY,43.0404319720001,-76.130258431,6623
-8474781.60249924,5318128.03162574,2024/05/05 00:00:00+00,1200,1400,600 COMSTOCK AV   ,,From Building,LARCENY,43.0404319720001,-76.130258431,6624
-8474781.60249924,5318128.03162574,2024/01/20 00:00:00+00,1606,1606,600 COMSTOCK AV   ,Yes,All Other,LARCENY,43.0404319720001,-76.130258431,6625
-8474781.60249924,5318128.03162574,2024/12/03 00:00:00+00,1001,1001,600 COMSTOCK AV   ,,From Building,LARCENY,43.0404319720001,-76.130258431,6626
-8474781.60249924,5318128.03162574,2024/10/20 00:00:00+00,930,944,600 COMSTOCK AV   ,,All Other,LARCENY,43.0404319720001,-76.130258431,6627
-8474781.60249924,5318128.03162574,2024/11/14 00:00:00+00,1530,1730,600 COMSTOCK AV   ,,From Coin Operated Machine/Device,LARCENY,43.0404319720001,-76.130258431,6628
-8474781.60249924,5318128.03162574,2024/10/24 00:00:00+00,1754,1754,600 COMSTOCK AVE    ,,All Other,LARCENY,43.0404319720001,-76.130258431,6629
-8474781.60249924,5318128.03162574,2024/10/17 00:00:00+00,2000,1500,600 COMSTOCK AVE    ,,All Other,LARCENY,43.0404319720001,-76.130258431,6630
-8477691.65139433,5322309.05295727,2024/05/28 00:00:00+00,1035,1035,600 DANFORTH ST     ,,All Other,LARCENY,43.067876482,-76.156399845,6631
-8475203.037052,5322182.99187381,2024/06/06 00:00:00+00,0,530,600 DEWITT ST     ,,Of Bicycle,BURGLARY,43.0670491880001,-76.134044242,6632
-8475203.037052,5322182.99187381,2024/12/18 00:00:00+00,1505,1505,600 DEWITT ST     ,,All Other,LARCENY,43.0670491880001,-76.134044242,6633
-8476592.78942744,5320255.85973412,2024/09/30 00:00:00+00,1306,1306,600 E  WILLOW ST     ,,All Other,LARCENY,43.054400716,-76.1465286,6634
-8476998.42763313,5321366.3183482,2024/02/01 00:00:00+00,0,1600,600 E DIVISION ST   ,,From Building,BURGLARY,43.0616893800001,-76.1501725099999,6635
-8476998.42763313,5321366.3183482,2024/02/10 00:00:00+00,245,245,600 E DIVISION ST     ,Yes,,AGGRAVATED ASSAULT,43.0616893800001,-76.1501725099999,6636
-8476998.42763313,5321366.3183482,2024/04/02 00:00:00+00,2016,2016,600 E DIVISION ST     ,,,BURGLARY,43.0616893800001,-76.1501725099999,6637
-8476998.42763313,5321366.3183482,2024/01/03 00:00:00+00,1230,1100,600 E DIVISION ST     ,,,BURGLARY,43.0616893800001,-76.1501725099999,6638
-8476998.42763313,5321366.3183482,2024/09/27 00:00:00+00,1928,1928,600 E DIVISION ST     ,,All Other,LARCENY,43.0616893800001,-76.1501725099999,6639
-8476525.84466866,5320899.50055964,2024/12/04 00:00:00+00,1430,1815,600 E LAUREL ST     ,,From Building,BURGLARY,43.0586254560001,-76.145927225,6640
-8474703.13962407,5312272.51821213,2024/04/12 00:00:00+00,30,30,600 E SENECA TPKE   ,,From Motor Vehicle,LARCENY,43.001975337,-76.129553587,6641
-8478462.59731081,5319503.75133162,2024/05/09 00:00:00+00,1343,1343,600 ERIE BLVD W ,,All Other,LARCENY,43.049463646,-76.1633253699999,6642
-8478861.87160386,5318534.80932916,2024/03/04 00:00:00+00,119,119,600 GIFFORD ST     ,Yes,,AGGRAVATED ASSAULT,43.043102628,-76.166912112,6643
