X,Y,DATEEND,TIMESTART,TIMEEND,ADDRESS,Arrest,LarcenyCode,CODE_DEFINED,LAT,LONG,ObjectId
-8476069.59483384,5314013.5076361,2024/12/20 00:00:00+00,1753,2200,100 W  MATSON AVE    ,,All Other,LARCENY,43.013411965,-76.141828663,2152
-8477092.82544813,5318776.13938196,2024/04/13 00:00:00+00,1730,830,100 E ONONDAGA ST     ,,Of MV Parts/Accessories,LARCENY,43.0446870000001,-76.1510205,2153
-8473057.2712679,5319314.9143845,2024/08/20 00:00:00+00,2258,2258,0 E FAYETTE ST & WESTMORELAND AV    ,Yes,,MURDER,43.0482240000001,-76.1147685,2154
-8477736.82473238,5313485.87449179,2024/07/18 00:00:00+00,17,17,100 VALLEY VIEW DR   ,,Of Bicycle,MV THEFT,43.0099461470001,-76.156805644,2155
-8477092.82544813,5318776.13938196,2024/07/28 00:00:00+00,1300,1205,100 E ONONDAGA ST   ,,From Building,LARCENY,43.0446870000001,-76.1510205,2156
-8473796.65532574,5318990.00055023,2024/09/12 00:00:00+00,30,130,0 E GENESEE ST & COLUMBUS AV        ,,Of Bicycle,MV THEFT,43.046091,-76.1214105,2157
-8476069.59483384,5314013.5076361,2024/02/07 00:00:00+00,1140,1330,100 W  MATSON AVE  ,,All Other,LARCENY,43.013411965,-76.141828663,2158
-8475950.68747259,5314121.75867248,2024/06/12 00:00:00+00,2100,648,100 E OSTRANDER AV ,,Of Bicycle,MV THEFT,43.014123,-76.1407604999999,2159
-8475615.56014556,5319124.35173616,2024/02/23 00:00:00+00,1942,1942,0 E GENESEE ST & IRVING AV  ,,,AGGRAVATED ASSAULT,43.046973,-76.13775,2160
-8476031.57243725,5314602.04827187,2024/01/02 00:00:00+00,1545,1545,100 W  PLEASANT AVE    ,,,AGGRAVATED ASSAULT,43.0172776300001,-76.141487102,2161
-8476162.51955801,5312070.64314855,2024/10/21 00:00:00+00,332,332,100 E SENECA TPKE   ,,From Building,BURGLARY,43.0006490740001,-76.14266342,2162
-8476537.78646704,5320902.63055458,2024/07/30 00:00:00+00,2224,2224,0 E LAUREL ST & CATHERINE ST    ,Yes,,AGGRAVATED ASSAULT,43.0586460000001,-76.1460345,2163
-8476068.74836043,5314726.60501133,2024/12/08 00:00:00+00,1921,1921,100 W  NEWELL ST     ,,,BURGLARY,43.0180957150001,-76.1418210589999,2164
-8476162.51955801,5312070.64314855,2024/10/05 00:00:00+00,2018,2018,100 E SENECA TPKE   ,,From Building,ROBBERY,43.0006490740001,-76.14266342,2165
-8477065.27376284,5319521.93288883,2024/07/27 00:00:00+00,1900,2100,0 E WASHINGTON ST & S WARREN ST        ,,From Motor Vehicle,LARCENY,43.049583,-76.150772999,2166
-8476031.57243725,5314602.04827187,2024/07/17 00:00:00+00,2300,2300,100 W  PLEASANT AVE    ,,From Motor Vehicle,LARCENY,43.0172776300001,-76.141487102,2167
-8477214.12551051,5319659.62634555,2024/07/07 00:00:00+00,1900,1430,100 E WATER ST     ,,From Motor Vehicle,LARCENY,43.0504868900001,-76.152110157,2168
-8477222.56831465,5319668.63089713,2024/07/05 00:00:00+00,1936,1936,0 E WATER ST & S SALINA ST    ,,,AGGRAVATED ASSAULT,43.0505460000001,-76.152186,2169
-8477971.62258535,5315912.23968633,2024/08/13 00:00:00+00,0,1521,100 W BISSELL ST     ,,Of Bicycle,MV THEFT,43.0258823830001,-76.1589148689999,2170
-8477214.12551051,5319659.62634555,2024/08/16 00:00:00+00,130,204,100 E WATER ST   ,Yes,All Other,ROBBERY,43.0504868900001,-76.152110157,2171
-8477144.42214344,5319386.20500727,2024/08/06 00:00:00+00,1537,1537,0 BANK ALY & E FAYETTE ST        ,Yes,From Motor Vehicle,LARCENY,43.0486920000001,-76.151484001,2172
-8476209.72280697,5315130.56236206,2024/01/24 00:00:00+00,1648,1648,100 W BRIGHTON AV   ,Yes,Purse Snatch,LARCENY,43.0207488200001,-76.143087454,2173
-8477214.12551051,5319659.62634555,2024/01/12 00:00:00+00,1600,1830,100 E WATER ST     ,,Motor Vehicle,MV THEFT,43.0504868900001,-76.152110157,2174
-8476173.60475291,5316032.02205203,2024/09/12 00:00:00+00,2210,1310,0 ELIZABETH ST & BAKER AV    ,,From Motor Vehicle,LARCENY,43.026669,-76.1427629999999,2175
-8476543.81185712,5316090.99184772,2024/03/23 00:00:00+00,956,956,100 W BEARD AV ,Yes,,MURDER,43.0270562540001,-76.146088627,2176
-8476162.51955801,5312070.64314855,2024/05/20 00:00:00+00,130,130,100 E SENECA TPKE   ,,From Building,BURGLARY,43.0006490740001,-76.14266342,2177
-8477146.42578295,5319136.69020724,2024/09/06 00:00:00+00,619,625,0 BANK ALY & E JEFFERSON ST        ,,From Motor Vehicle,LARCENY,43.0470540000001,-76.1515019999999,2178
-8476006.36246876,5314446.62465928,2024/03/04 00:00:00+00,416,416,100 W CALTHROP AV ,,Of Bicycle,MV THEFT,43.016256797,-76.141260637,2179
-8477209.93466564,5319936.75160419,2024/11/16 00:00:00+00,305,305,100 E WILLOW ST     ,,,BURGLARY,43.0523060410001,-76.15207251,2180
-8473542.17896979,5319622.01632707,2024/10/13 00:00:00+00,351,351,0 Erie Blvd E & Devine St        ,Yes,,AGGRAVATED ASSAULT,43.05024,-76.1191244999999,2181
-8476006.36246876,5314446.62465928,2024/05/18 00:00:00+00,430,930,100 W CALTHROP AV   ,,Of Bicycle,MV THEFT,43.016256797,-76.141260637,2182
-8477209.93466564,5319936.75160419,2024/10/04 00:00:00+00,447,447,100 E WILLOW ST     ,,From Building,BURGLARY,43.0523060410001,-76.15207251,2183
-8474822.07481519,5319683.71213135,2024/05/30 00:00:00+00,1716,1716,0 ERIE BLVD E & LODI ST        ,Yes,,AGGRAVATED ASSAULT,43.050645,-76.130622,2184
-8476006.36246876,5314446.62465928,2024/02/18 00:00:00+00,200,700,100 W CALTHROP AV   ,,Motor Vehicle,MV THEFT,43.016256797,-76.141260637,2185
-8477209.93466564,5319936.75160419,2024/11/08 00:00:00+00,524,524,100 E WILLOW ST     ,Yes,,BURGLARY,43.0523060410001,-76.15207251,2186
-8479427.6962191,5316770.74361625,2024/10/25 00:00:00+00,900,1140,0 GRANDVIEW AV & ROBERTS AV        ,,All Other,LARCENY,43.0315200000001,-76.171995001,2187
-8476006.36246876,5314446.62465928,2024/03/30 00:00:00+00,1449,1449,100 W CALTHROP AV   ,Yes,,AGGRAVATED ASSAULT,43.016256797,-76.141260637,2188
-8472068.26037639,5318949.57523529,2024/07/29 00:00:00+00,100,312,100 EAST AV   ,Yes,Of Bicycle,BURGLARY,43.0458256100001,-76.105884064,2189
-8475377.42693801,5323007.47502137,2024/11/11 00:00:00+00,900,920,0 GRANT BLVD   ,,All Other,LARCENY,43.072459775,-76.135610813,2190
-8476006.36246876,5314446.62465928,2024/06/24 00:00:00+00,2023,2023,100 W CALTHROP AV ,Yes,,MURDER,43.016256797,-76.141260637,2191
-8477209.93466564,5319936.75160419,2024/07/06 00:00:00+00,305,305,100 E WILLOW ST     ,,,BURGLARY,43.0523060410001,-76.15207251,2192
-8475377.42693801,5323007.47502137,2024/10/24 00:00:00+00,1838,1838,0 GRANT BLVD   ,,Pocket Picking,LARCENY,43.072459775,-76.135610813,2193
-8476467.21336078,5315863.2173696,2024/05/24 00:00:00+00,2115,2115,100 W COLVIN ST   ,Yes,,AGGRAVATED ASSAULT,43.0255604480001,-76.145400531,2194
-8472068.26037639,5318949.57523529,2024/05/21 00:00:00+00,20,617,100 EAST AV   ,,Of Bicycle,MV THEFT,43.0458256100001,-76.105884064,2195
-8475758.32739251,5322981.60303909,2024/06/26 00:00:00+00,600,1911,0 GRANT BLVD & WADSWORTH ST        ,,Of Bicycle,MV THEFT,43.0722900000001,-76.1390325,2196
-8476109.89171027,5314845.73255428,2024/02/18 00:00:00+00,1540,1620,100 W CORNING AV   ,,Motor Vehicle,MV THEFT,43.0188781310001,-76.142190656,2197
-8472068.26037639,5318949.57523529,2024/08/25 00:00:00+00,2330,631,100 EAST AV   ,,Of Bicycle,MV THEFT,43.0458256100001,-76.105884064,2198
-8473577.56877175,5320441.73851165,2024/09/05 00:00:00+00,725,725,0 GREENWAY AVE    ,,From Motor Vehicle,LARCENY,43.0556208200001,-76.119442412,2199
-8477591.16072965,5321045.68892789,2024/05/26 00:00:00+00,1645,1524,100 W DIVISION ST     ,,Of MV Parts/Accessories,LARCENY,43.0595849690001,-76.155497122,2200
-8478023.76719518,5315305.67233157,2024/10/18 00:00:00+00,1200,1200,100 EASTMAN AV   ,,From Building,BURGLARY,43.021898869,-76.159383292,2201
-8479910.60762856,5322514.52760333,2024/08/31 00:00:00+00,1934,1934,0 HARBORSIDE DR     ,,From Motor Vehicle,LARCENY,43.0692249150001,-76.176333068,2202
-8476206.52448668,5313073.40419701,2024/04/26 00:00:00+00,2300,700,100 W FLORENCE AV   ,,From Motor Vehicle,LARCENY,43.0072366530001,-76.143058723,2203
-8473286.19980071,5322681.24794269,2024/07/05 00:00:00+00,1500,1500,100 EDTIM RD   ,,,AGGRAVATED ASSAULT,43.070319,-76.1168249999999,2204
-8480278.28833693,5316525.41031377,2024/09/21 00:00:00+00,14,14,0 HANCOCK DR & STOLP AV        ,Yes,,AGGRAVATED ASSAULT,43.029909,-76.179636,2205
-8476206.52448668,5313073.40419701,2024/06/14 00:00:00+00,1700,503,100 W FLORENCE AV   ,Yes,Of Bicycle,MV THEFT,43.0072366530001,-76.143058723,2206
-8471890.00024564,5318989.73977067,2024/04/28 00:00:00+00,2330,212,100 EDGEHILL RD     ,,Of Bicycle,MV THEFT,43.0460892880001,-76.104282726,2207
-8479910.60762856,5322514.52760333,2024/08/25 00:00:00+00,1600,1815,0 HARBORSIDE DR     ,,Of Bicycle,MV THEFT,43.0692249150001,-76.176333068,2208
-8476206.52448668,5313073.40419701,2024/06/05 00:00:00+00,2317,2317,100 W FLORENCE AV   ,,All Other,LARCENY,43.0072366530001,-76.143058723,2209
-8470653.27120447,5317939.93436242,2024/11/25 00:00:00+00,1343,1343,100 EDGEMONT DR     ,,Of Bicycle,MV THEFT,43.0391970000001,-76.093173,2210
-8479910.60762856,5322514.52760333,2024/09/28 00:00:00+00,1818,1818,0 HARBORSIDE DR     ,,Of Bicycle,MV THEFT,43.0692249150001,-76.176333068,2211
-8476206.52448668,5313073.40419701,2024/09/13 00:00:00+00,104,113,100 W FLORENCE AV   ,Yes,From Motor Vehicle,LARCENY,43.0072366530001,-76.143058723,2212
-8477092.82544813,5318776.13938196,2024/11/15 00:00:00+00,740,800,100 E ONONDAGA ST     ,,,BURGLARY,43.0446870000001,-76.1510205,2213
-8479910.60762856,5322514.52760333,2024/04/13 00:00:00+00,2046,2046,0 HARBORSIDE DR     ,,Of Bicycle,MV THEFT,43.0692249150001,-76.176333068,2214
-8476206.52448668,5313073.40419701,2024/08/07 00:00:00+00,200,530,100 W FLORENCE AV   ,,Of Bicycle,MV THEFT,43.0072366530001,-76.143058723,2215
-8473286.19980071,5322681.24794269,2024/10/13 00:00:00+00,2300,900,100 EDTIM RD     ,,Of Bicycle,MV THEFT,43.070319,-76.1168249999999,2216
-8477593.7631567,5322941.82943494,2024/09/16 00:00:00+00,155,155,0 FIRST NORTH ST & COURT ST        ,,,AGGRAVATED ASSAULT,43.072029,-76.1555205,2217
-8477237.22608596,5319146.86915348,2024/07/13 00:00:00+00,1810,745,100 W JEFFERSON ST     ,,From Motor Vehicle,LARCENY,43.0471208230001,-76.152317673,2218
-8473286.19980071,5322681.24794269,2024/01/08 00:00:00+00,0,100,100 EDTIM RD   ,,From Building,LARCENY,43.070319,-76.1168249999999,2219
-8479910.60762856,5322514.52760333,2024/07/04 00:00:00+00,1158,1158,0 HARBORSIDE DR     ,Yes,Shoplifting,LARCENY,43.0692249150001,-76.176333068,2220
-8477237.22608596,5319146.86915348,2024/03/19 00:00:00+00,2000,1400,100 W JEFFERSON ST     ,Yes,All Other,LARCENY,43.0471208230001,-76.152317673,2221
-8473919.70199094,5321633.50501291,2024/12/08 00:00:00+00,226,226,100 ELDORADO ST     ,,Of Bicycle,MV THEFT,43.063442971,-76.122515847,2222
-8476703.59684858,5318714.44956993,2024/06/29 00:00:00+00,1815,1815,0 HARRISON ST & S STATE ST        ,,,ROBBERY,43.0442820000001,-76.147524,2223
-8477237.22608596,5319146.86915348,2024/10/29 00:00:00+00,1055,1825,100 W JEFFERSON ST     ,,From Coin Operated Machine/Device,LARCENY,43.0471208230001,-76.152317673,2224
-8476266.08876322,5316012.07128817,2024/09/29 00:00:00+00,1110,1130,100 ELIZABETH ST     ,,Of Bicycle,MV THEFT,43.026537983,-76.143593798,2225
-8475746.61947638,5320086.40897786,2024/04/22 00:00:00+00,1420,1620,0 HAWLEY AVE    ,,All Other,LARCENY,43.0532884240001,-76.138927326,2226
-8476736.0845514,5316646.23182033,2024/10/04 00:00:00+00,1150,1150,100 W KENNEDY ST     ,,Of MV Parts/Accessories,LARCENY,43.0307023890001,-76.1478158419999,2227
-8476409.2926052,5315750.3955252,2024/07/24 00:00:00+00,900,925,100 ELK ST     ,,All Other,LARCENY,43.0248195280001,-76.1448802199999,2228
-8476703.59684858,5318714.44956993,2024/06/18 00:00:00+00,1510,1510,0 HARRISON ST & S STATE ST        ,Yes,Of Bicycle,MV THEFT,43.0442820000001,-76.147524,2229
-8475998.86621425,5314309.58058569,2024/06/22 00:00:00+00,2153,2153,100 W LYNHURST AV   ,,All Other,LARCENY,43.015356668,-76.141193297,2230
-8479094.34243419,5317324.38190184,2024/01/28 00:00:00+00,1736,1736,100 ELLIOTT ST   ,,All Other,LARCENY,43.0351553530001,-76.169000433,2231
-8476012.30281075,5321170.01863225,2024/11/10 00:00:00+00,1925,1925,0 HIGHLAND ST & BEECHER ST    ,,,AGGRAVATED ASSAULT,43.0604010000001,-76.141314,2232
-8476736.0845514,5316646.23182033,2024/04/17 00:00:00+00,1532,1532,100 W KENNEDY ST     ,Yes,,AGGRAVATED ASSAULT,43.0307023890001,-76.1478158419999,2233
-8477627.38553911,5315168.78970056,2024/11/10 00:00:00+00,2000,1400,100 ELMHURST AV   ,,Of Bicycle,MV THEFT,43.0209998830001,-76.155822535,2234
-8480713.60320568,5320617.42504047,2024/02/13 00:00:00+00,20,30,0 HIAWATHA BLVD W & STATE FAIR BLVD    ,Yes,,ROBBERY,43.0567740000001,-76.1835465,2235
-8475998.86621425,5314309.58058569,2024/03/10 00:00:00+00,0,1532,100 W LYNHURST AV   ,,Of Bicycle,MV THEFT,43.015356668,-76.141193297,2236
-8475788.6320088,5318697.53429461,2024/09/27 00:00:00+00,1430,1600,100 ELIZABETH BLACKWELL ST     ,,All Other,LARCENY,43.044170949,-76.139304731,2237
-8481532.89428645,5320654.20905446,2024/12/16 00:00:00+00,1037,1037,0 KINGSLEY PL     ,Yes,,AGGRAVATED ASSAULT,43.0570154420001,-76.190906317,2238
-8476153.89018241,5314971.91470813,2024/03/28 00:00:00+00,930,930,100 W LAFAYETTE AV   ,,All Other,LARCENY,43.0197068700001,-76.142585901,2239
-8478266.35986154,5314828.14521412,2024/02/12 00:00:00+00,2239,41,100 ELMWOOD AV   ,Yes,,AGGRAVATED ASSAULT,43.0187626200001,-76.161562539,2240
-8475657.13808669,5317436.87657085,2024/10/28 00:00:00+00,2243,2315,0 IRVING AV & E RAYNOR AV        ,,All Other,LARCENY,43.035894,-76.1381235009999,2241
-8475998.86621425,5314309.58058569,2024/07/17 00:00:00+00,1800,530,100 W LYNHURST AV   ,,Of Bicycle,MV THEFT,43.015356668,-76.141193297,2242
-8476409.2926052,5315750.3955252,2024/07/11 00:00:00+00,1527,1527,100 ELK ST     ,,From Building,LARCENY,43.0248195280001,-76.1448802199999,2243
-8477276.24067318,5322656.5529661,2024/05/24 00:00:00+00,2248,2248,0 KIRKPATRICK ST     ,,,ROBBERY,43.070156943,-76.152668147,2244
-8475998.86621425,5314309.58058569,2024/11/30 00:00:00+00,1044,1044,100 W LYNHURST AV   ,,From Building,LARCENY,43.015356668,-76.141193297,2245
-8478266.35986154,5314828.14521412,2024/12/05 00:00:00+00,1930,1930,100 ELMWOOD AV   ,,From Building,LARCENY,43.0187626200001,-76.161562539,2246
-8476958.57414223,5323244.93600175,2024/03/03 00:00:00+00,2000,2000,0 KIRKPATRICK ST & GRANT BLVD  ,,All Other,LARCENY,43.0740180000001,-76.1498144999999,2247
-8476069.59483384,5314013.5076361,2024/07/28 00:00:00+00,400,1930,100 W MATSON AV   ,,From Building,BURGLARY,43.013411965,-76.141828663,2248
-8478266.35986154,5314828.14521412,2024/11/21 00:00:00+00,310,311,100 ELMWOOD AV   ,,Of Bicycle,MV THEFT,43.0187626200001,-76.161562539,2249
-8476763.2084359,5316008.72380583,2024/08/12 00:00:00+00,1206,1206,0 LANDON AV & W BEARD AV    ,,Of Bicycle,MV THEFT,43.0265160000001,-76.1480595,2250
-8476068.74836043,5314726.60501133,2024/04/29 00:00:00+00,2020,2020,100 W NEWELL ST     ,Yes,,AGGRAVATED ASSAULT,43.0180957150001,-76.1418210589999,2251
-8478266.35986154,5314828.14521412,2024/10/15 00:00:00+00,1734,1734,100 ELMWOOD AV   ,,All Other,LARCENY,43.0187626200001,-76.161562539,2252
-8479615.04681078,5320446.03168441,2024/06/08 00:00:00+00,1817,1817,0 LIBERTY ST & EDISON ST        ,,,ROBBERY,43.0556490000001,-76.1736779999999,2253
-8476068.74836043,5314726.60501133,2024/03/15 00:00:00+00,830,1600,100 W NEWELL ST     ,,Of Bicycle,MV THEFT,43.0180957150001,-76.1418210589999,2254
-8477466.36423338,5312761.9352608,2024/06/25 00:00:00+00,1854,1854,100 ENGLEWOOD AV   ,Yes,,AGGRAVATED ASSAULT,43.005190552,-76.154376056,2255
-8479675.15933581,5319623.38734052,2024/05/17 00:00:00+00,2130,2135,0 LIBERTY ST & RICHMOND AV    ,,Of Bicycle,MV THEFT,43.0502490000001,-76.1742179999999,2256
-8476068.74836043,5314726.60501133,2024/03/01 00:00:00+00,2056,2056,100 W NEWELL ST     ,,From Building,BURGLARY,43.0180957150001,-76.1418210589999,2257
-8471009.61725096,5321733.97980882,2024/08/06 00:00:00+00,454,454,100 ERICKSON ST     ,Yes,,AGGRAVATED ASSAULT,43.0641023910001,-76.096374111,2258
-8477301.2155349,5321730.87284778,2024/05/19 00:00:00+00,250,250,0 LILAC ST & POND ST        ,,,AGGRAVATED ASSAULT,43.064082,-76.1528925,2259
-8476068.74836043,5314726.60501133,2024/05/12 00:00:00+00,2300,420,100 W NEWELL ST     ,,Of Bicycle,MV THEFT,43.0180957150001,-76.1418210589999,2260
-8481211.31365089,5320152.48848411,2024/05/26 00:00:00+00,0,800,100 ERIE ST     ,,Of Bicycle,MV THEFT,43.053722179,-76.188017509,2261
-8475527.89604656,5320270.52814618,2024/03/15 00:00:00+00,2130,2130,0 LODI ST & GERTRUDE ST    ,,Of Bicycle,MV THEFT,43.054497,-76.1369625,2262
-8476177.25380582,5312090.41898376,2024/09/13 00:00:00+00,1315,1545,100 W SENECA TPKE   ,,All Other,LARCENY,43.0007789970001,-76.14279578,2263
-8477466.36423338,5312761.9352608,2024/08/07 00:00:00+00,1624,1624,100 ENGLEWOOD AVE    ,,Of Bicycle,MV THEFT,43.005190552,-76.154376056,2264
-8477173.26246315,5312024.94836314,2024/08/14 00:00:00+00,1400,1400,0 MACDOUGALL PL     ,Yes,,AGGRAVATED ASSAULT,43.0003488680001,-76.151743078,2265
-8476177.25380582,5312090.41898376,2024/08/18 00:00:00+00,2214,2214,100 W SENECA TPKE   ,,Of Bicycle,MV THEFT,43.0007789970001,-76.14279578,2266
,,2024/10/07 00:00:00+00,1400,1512,100 ESF CAMPUS DR   E ,,All Other,LARCENY,,,2267
-8477173.26246315,5312024.94836314,2024/04/04 00:00:00+00,30,815,0 MACDOUGALL PL     ,,Of Bicycle,MV THEFT,43.0003488680001,-76.151743078,2268
-8480262.43132074,5320194.43025778,2024/07/25 00:00:00+00,0,657,100 WAITE AV   ,,Of Bicycle,MV THEFT,43.053997489,-76.179493554,2269
-8481754.69069081,5320622.84919638,2024/07/18 00:00:00+00,2330,1154,100 ESSEX ST     ,,Of Bicycle,MV THEFT,43.056809603,-76.1928987479999,2270
-8478477.41738594,5322142.2787681,2024/08/04 00:00:00+00,1544,1544,0 BEAR ST & SUNSET AV        ,,All Other,LARCENY,43.066782,-76.163458501,2271
-8476177.25380582,5312090.41898376,2024/06/14 00:00:00+00,1440,1440,100 W SENECA TPKE   ,,,ROBBERY,43.0007789970001,-76.14279578,2272
-8481754.69069081,5320622.84919638,2024/04/21 00:00:00+00,2301,2301,100 ESSEX ST     ,,Of Bicycle,MV THEFT,43.056809603,-76.1928987479999,2273
-8479620.05618786,5322321.931704,2024/06/10 00:00:00+00,1437,1437,1 DESTINY USA DR,,Shoplifting,LARCENY,43.067961,-76.1737229999999,2274
-8476177.25380582,5312090.41898376,2024/09/30 00:00:00+00,1600,630,100 W SENECA TPKE   ,,Of Bicycle,MV THEFT,43.0007789970001,-76.14279578,2275
-8481754.69069081,5320622.84919638,2024/02/25 00:00:00+00,2118,2118,100 ESSEX ST     ,Yes,,AGGRAVATED ASSAULT,43.056809603,-76.1928987479999,2276
-8479620.05618786,5322321.931704,2024/11/12 00:00:00+00,1550,2020,1 DESTINY USA DR,,Of Bicycle,MV THEFT,43.067961,-76.1737229999999,2277
-8479541.30076507,5319364.35528756,2024/04/17 00:00:00+00,1830,1,100 WALL ST     ,,From Motor Vehicle,LARCENY,43.048548564,-76.173015528,2278
-8476673.14974333,5315616.18556417,2024/10/31 00:00:00+00,1510,1510,100 FAGE AV   ,,,AGGRAVATED ASSAULT,43.0239381370001,-76.147250489,2279
-8479620.05618786,5322321.931704,2024/02/01 00:00:00+00,1356,1356,1 DESTINY USA DR,Yes,Shoplifting,LARCENY,43.067961,-76.1737229999999,2280
-8476097.68163192,5313596.34253098,2024/05/14 00:00:00+00,748,748,100 WALRATH RD     ,Yes,All Other,LARCENY,43.0106717850001,-76.142080971,2281
-8479796.48066022,5320122.57360737,2024/01/24 00:00:00+00,2000,2200,100 EUREKA ST     ,,All Other,LARCENY,43.0535258140001,-76.175307848,2282
-8479620.05618786,5322321.931704,2024/02/01 00:00:00+00,1428,1428,1 DESTINY USA DR,Yes,Shoplifting,LARCENY,43.067961,-76.1737229999999,2283
-8479541.30076507,5319364.35528756,2024/04/17 00:00:00+00,1520,1530,100 WALL ST     ,Yes,,AGGRAVATED ASSAULT,43.048548564,-76.173015528,2284
-8476673.14974333,5315616.18556417,2024/05/04 00:00:00+00,2233,2233,100 FAGE AV   ,Yes,,AGGRAVATED ASSAULT,43.0239381370001,-76.147250489,2285
-8479620.05618786,5322321.931704,2024/03/05 00:00:00+00,1300,900,1 DESTINY USA DR,,From Building,BURGLARY,43.067961,-76.1737229999999,2286
-8477384.97398956,5319283.99285532,2024/10/26 00:00:00+00,1620,1625,100 WALTON ST     ,,Shoplifting,LARCENY,43.0480210090001,-76.153644915,2287
-8476673.14974333,5315616.18556417,2024/04/12 00:00:00+00,1727,1727,100 FAGE AV   ,,,AGGRAVATED ASSAULT,43.0239381370001,-76.147250489,2288
-8479620.05618786,5322321.931704,2024/02/01 00:00:00+00,1342,1342,1 DESTINY USA DR,Yes,Shoplifting,LARCENY,43.067961,-76.1737229999999,2289
-8477384.97398956,5319283.99285532,2024/08/04 00:00:00+00,438,438,100 WALTON ST     ,,,BURGLARY,43.0480210090001,-76.153644915,2290
-8476673.14974333,5315616.18556417,2024/02/24 00:00:00+00,2332,2332,100 FAGE AV ,,,AGGRAVATED ASSAULT,43.0239381370001,-76.147250489,2291
-8479620.05618786,5322321.931704,2024/11/02 00:00:00+00,1441,1441,1 DESTINY USA DR,,From Motor Vehicle,LARCENY,43.067961,-76.1737229999999,2292
-8477384.97398956,5319283.99285532,2024/08/31 00:00:00+00,402,402,100 WALTON ST     ,Yes,Of Bicycle,MV THEFT,43.0480210090001,-76.153644915,2293
-8476673.14974333,5315616.18556417,2024/07/06 00:00:00+00,353,353,100 FAGE AV   ,Yes,,AGGRAVATED ASSAULT,43.0239381370001,-76.147250489,2294
-8479620.05618786,5322321.931704,2024/02/01 00:00:00+00,1850,1850,1 DESTINY USA DR,,Shoplifting,LARCENY,43.067961,-76.1737229999999,2295
-8477384.97398956,5319283.99285532,2024/09/02 00:00:00+00,1509,1509,100 WALTON ST     ,,All Other,LARCENY,43.0480210090001,-76.153644915,2296
-8476673.14974333,5315616.18556417,2024/07/26 00:00:00+00,138,138,100 FAGE AV   ,Yes,,AGGRAVATED ASSAULT,43.0239381370001,-76.147250489,2297
-8479620.05618786,5322321.931704,2024/11/09 00:00:00+00,1503,1503,1 DESTINY USA DR,Yes,Shoplifting,LARCENY,43.067961,-76.1737229999999,2298
-8477384.97398956,5319283.99285532,2024/05/09 00:00:00+00,1920,1920,100 WALTON ST     ,,From Building,LARCENY,43.0480210090001,-76.153644915,2299
-8476673.14974333,5315616.18556417,2024/05/16 00:00:00+00,1500,1700,100 FAGE AV   ,,All Other,LARCENY,43.0239381370001,-76.147250489,2300
-8479620.05618786,5322321.931704,2024/11/11 00:00:00+00,1500,2000,1 DESTINY USA DR,,From Motor Vehicle,LARCENY,43.067961,-76.1737229999999,2301
-8477384.97398956,5319283.99285532,2024/07/07 00:00:00+00,1400,1730,100 WALTON ST     ,,From Motor Vehicle,LARCENY,43.0480210090001,-76.153644915,2302
-8473881.8147362,5314857.58866104,2024/09/20 00:00:00+00,1900,1300,100 FARM ACRE RD     ,,All Other,LARCENY,43.0189560000001,-76.1221755,2303
-8479620.05618786,5322321.931704,2024/06/09 00:00:00+00,1800,2200,1 DESTINY USA DR,,From Building,LARCENY,43.067961,-76.1737229999999,2304
-8477384.97398956,5319283.99285532,2024/06/14 00:00:00+00,2300,700,100 WALTON ST   ,,Of MV Parts/Accessories,LARCENY,43.0480210090001,-76.153644915,2305
-8473881.8147362,5314857.58866104,2024/10/14 00:00:00+00,1201,1410,100 FARM ACRE RD     ,,All Other,LARCENY,43.0189560000001,-76.1221755,2306
-8479620.05618786,5322321.931704,2024/03/05 00:00:00+00,1338,1338,1 DESTINY USA DR,Yes,Shoplifting,LARCENY,43.067961,-76.1737229999999,2307
-8477384.97398956,5319283.99285532,2024/01/04 00:00:00+00,2200,1530,100 WALTON ST     ,,Pocket Picking,LARCENY,43.0480210090001,-76.153644915,2308
-8473881.8147362,5314857.58866104,2024/11/12 00:00:00+00,1900,800,100 FARM ACRE RD     ,,From Motor Vehicle,LARCENY,43.0189560000001,-76.1221755,2309
-8479620.05618786,5322321.931704,2024/03/05 00:00:00+00,1251,1251,1 DESTINY USA DR,Yes,Shoplifting,LARCENY,43.067961,-76.1737229999999,2310
-8477384.97398956,5319283.99285532,2024/03/28 00:00:00+00,1600,720,100 WALTON ST     ,,All Other,LARCENY,43.0480210090001,-76.153644915,2311
-8473174.24723598,5318880.76410175,2024/08/06 00:00:00+00,2140,2213,100 FELLOWS AV   ,,From Building,BURGLARY,43.045373866,-76.115819313,2312
-8479620.05618786,5322321.931704,2024/06/10 00:00:00+00,1500,1500,1 DESTINY USA DR,Yes,Shoplifting,BURGLARY,43.067961,-76.1737229999999,2313
-8477384.97398956,5319283.99285532,2024/11/11 00:00:00+00,1502,1502,100 WALTON ST     ,Yes,From Building,LARCENY,43.0480210090001,-76.153644915,2314
-8473174.24723598,5318880.76410175,2024/10/08 00:00:00+00,1525,1525,100 FELLOWS AV   ,,All Other,LARCENY,43.045373866,-76.115819313,2315
-8479620.05618786,5322321.931704,2024/02/01 00:00:00+00,1543,1543,1 DESTINY USA DR,Yes,Shoplifting,LARCENY,43.067961,-76.1737229999999,2316
