,X,Y,DATEEND,TIMESTART,TIMEEND,ADDRESS,Arrest,LarcenyCode,CODE_DEFINED,LAT,LONG,ObjectId,month,CrimeType,monthly_crime_count
3122,-8479620.05618786,5322321.931704,2024-06-22 00:00:00+00:00,1353,1437,1 DESTINY USA DR,NO,Shoplifting,LARCENY,43.067961,-76.1737229999999,3836,2024-06,2,469
3123,-8480381.00116129,5319728.48830684,2024-05-12 00:00:00+00:00,100,151,1300 ERIE BLVD W ,NO,Of Bicycle,MV THEFT,43.05093893,-76.1805586849999,3837,2024-05,3,433
3124,-8477429.95663732,5319602.82215994,2024-05-30 00:00:00+00:00,715,1600,100 S  CLINTON ST     ,NO,All Other,LARCENY,43.0501140000001,-76.154049001,3838,2024-05,2,433
3125,-8479620.05618786,5322321.931704,2024-03-21 00:00:00+00:00,1555,1555,1 DESTINY USA DR,NO,Shoplifting,LARCENY,43.067961,-76.1737229999999,3839,2024-03,2,489
3126,-8475261.19580865,5323023.99472528,2024-11-24 00:00:00+00:00,1200,821,1300 GRANT BLVD   ,NO,Of Bicycle,MV THEFT,43.072568179,-76.134566691,3840,2024-11,3,436
3127,-8479620.05618786,5322321.931704,2024-09-12 00:00:00+00:00,1757,1757,1 DESTINY USA DR,NO,Shoplifting,LARCENY,43.067961,-76.1737229999999,3842,2024-09,2,569
3128,-8480600.70297811,5315772.85654467,2024-03-31 00:00:00+00:00,2300,1200,1300 GLENWOOD AV   ,NO,Motor Vehicle,MV THEFT,43.024967034,-76.1825322999999,3843,2024-03,3,489
3129,-8476500.85767312,5317958.08728944,2024-05-01 00:00:00+00:00,1646,1646,100 OAKWOOD AV   ,YES,From Building,LARCENY,43.0393161860001,-76.145702763,3844,2024-05,2,433
3130,-8479620.05618786,5322321.931704,2024-09-12 00:00:00+00:00,1947,1947,1 DESTINY USA DR,YES,Shoplifting,LARCENY,43.067961,-76.1737229999999,3845,2024-09,2,569
3131,-8476467.45481276,5320973.80531386,2024-02-09 00:00:00+00:00,825,825,1300 LODI ST     ,NO,All Other,LARCENY,43.05911316,-76.1454027,3846,2024-02,2,388
3132,-8476396.18863134,5321599.93178253,2024-08-19 00:00:00+00:00,15,330,100 OBERST ST     ,NO,Of Bicycle,MV THEFT,43.0632226270001,-76.144762505,3847,2024-08,3,648
3133,-8479620.05618786,5322321.931704,2024-07-01 00:00:00+00:00,1002,1002,1 DESTINY USA DR,NO,Shoplifting,LARCENY,43.067961,-76.1737229999999,3848,2024-07,2,554
3134,-8475468.46835904,5322546.35766513,2024-04-26 00:00:00+00:00,2159,2159,1300 OAK ST     ,NO,All Other,BURGLARY,43.069433798,-76.1364286519999,3849,2024-04,1,426
3135,-8476396.18863134,5321599.93178253,2024-02-25 00:00:00+00:00,400,400,100 OBERST ST     ,NO,Motor Vehicle,MV THEFT,43.0632226270001,-76.144762505,3850,2024-02,3,388
3136,-8479620.05618786,5322321.931704,2024-03-21 00:00:00+00:00,1600,1615,1 DESTINY USA DR,NO,Shoplifting,LARCENY,43.067961,-76.1737229999999,3851,2024-03,2,489
3137,-8477523.9814207,5322219.83462332,2024-10-12 00:00:00+00:00,636,930,1300 PARK ST     ,YES,From Motor Vehicle,LARCENY,43.067290975,-76.15489364,3852,2024-10,2,531
3138,-8481812.799465,5320594.86903809,2024-01-17 00:00:00+00:00,640,1540,100 OLIVE ST     ,NO,All Other,LARCENY,43.056625947,-76.1934207479999,3853,2024-01,2,430
3139,-8479620.05618786,5322321.931704,2024-04-29 00:00:00+00:00,1411,1411,1 DESTINY USA DR,NO,All Other,LARCENY,43.067961,-76.1737229999999,3854,2024-04,2,426
3140,-8477523.9814207,5322219.83462332,2024-02-15 00:00:00+00:00,1635,1635,1300 PARK ST   ,NO,All Other,LARCENY,43.067290975,-76.15489364,3855,2024-02,2,388
3141,-8481812.799465,5320594.86903809,2024-01-26 00:00:00+00:00,1041,1041,100 OLIVE ST     ,NO,All Other,LARCENY,43.056625947,-76.1934207479999,3856,2024-01,2,430
3142,-8479620.05618786,5322321.931704,2024-09-24 00:00:00+00:00,1818,1818,1 DESTINY USA DR,YES,Shoplifting,LARCENY,43.067961,-76.1737229999999,3857,2024-09,2,569
3143,-8469866.29806431,5318931.05114982,2024-11-23 00:00:00+00:00,1108,1108,1500 SALT SPRINGS RD     ,NO,Of Bicycle,MV THEFT,43.0457040000001,-76.0861035,3858,2024-11,3,436
3144,-8476167.71261226,5312228.55768405,2024-05-13 00:00:00+00:00,1900,1400,100 ORLANDO AV   ,NO,From Motor Vehicle,LARCENY,43.0016865310001,-76.14271007,3859,2024-05,2,433
3145,-8479620.05618786,5322321.931704,2024-03-21 00:00:00+00:00,1555,1555,1 DESTINY USA DR,NO,Shoplifting,LARCENY,43.067961,-76.1737229999999,3860,2024-03,2,489
3146,-8477387.8778698,5312484.50493932,2024-08-02 00:00:00+00:00,512,512,1500 VALLEY DR     ,NO,From Building,BURGLARY,43.0033680000001,-76.153671001,3861,2024-08,1,648
3147,-8481812.799465,5320594.86903809,2024-10-29 00:00:00+00:00,2350,2350,100 OLIVE ST     ,NO,From Motor Vehicle,LARCENY,43.056625947,-76.1934207479999,3862,2024-10,2,531
3148,-8479620.05618786,5322321.931704,2024-09-12 00:00:00+00:00,1604,1604,1 DESTINY USA DR,YES,Shoplifting,LARCENY,43.067961,-76.1737229999999,3863,2024-09,2,569
3149,-8477387.8778698,5312484.50493932,2024-10-13 00:00:00+00:00,232,232,1500 VALLEY DR     ,NO,From Building,BURGLARY,43.0033680000001,-76.153671001,3864,2024-10,1,531
3150,-8478728.35211229,5319133.85403304,2024-09-13 00:00:00+00:00,1300,1500,100 OSWEGO ST     ,NO,All Other,LARCENY,43.0470353810001,-76.1657126859999,3865,2024-09,2,569
3151,-8479620.05618786,5322321.931704,2024-09-13 00:00:00+00:00,1057,1057,1 DESTINY USA DR,YES,Shoplifting,LARCENY,43.067961,-76.1737229999999,3866,2024-09,2,569
3152,-8477980.28524548,5319900.29520238,2024-08-14 00:00:00+00:00,2104,2104,100 PARK AV   ,NO,All Other,LARCENY,43.052066731,-76.158992687,3868,2024-08,2,648
3153,-8479620.05618786,5322321.931704,2024-09-13 00:00:00+00:00,1135,1135,1 DESTINY USA DR,NO,Shoplifting,LARCENY,43.067961,-76.1737229999999,3869,2024-09,2,569
3154,-8477387.8778698,5312484.50493932,2024-08-12 00:00:00+00:00,254,254,1500 VALLEY DR     ,YES,From Building,BURGLARY,43.0033680000001,-76.153671001,3870,2024-08,1,648
3155,-8478728.35211229,5319133.85403304,2024-04-11 00:00:00+00:00,1200,1250,100 OSWEGO ST     ,NO,All Other,LARCENY,43.0470353810001,-76.1657126859999,3871,2024-04,2,426
3156,-8479620.05618786,5322321.931704,2024-09-13 00:00:00+00:00,1213,1213,1 DESTINY USA DR,NO,Shoplifting,LARCENY,43.067961,-76.1737229999999,3872,2024-09,2,569
3157,-8479620.05618786,5322321.931704,2024-09-13 00:00:00+00:00,1230,1230,1 DESTINY USA DR,YES,Shoplifting,LARCENY,43.067961,-76.1737229999999,3875,2024-09,2,569
3158,-8477523.9814207,5322219.83462332,2024-09-09 00:00:00+00:00,1900,700,1300 PARK ST     ,NO,From Motor Vehicle,LARCENY,43.067290975,-76.15489364,3876,2024-09,2,569
3159,-8478199.23821609,5315847.70527502,2024-12-09 00:00:00+00:00,1700,720,100 PARKSIDE AV   ,NO,From Motor Vehicle,LARCENY,43.025458578,-76.1609595749999,3877,2024-12,2,386
3160,-8479620.05618786,5322321.931704,2024-09-13 00:00:00+00:00,1419,1419,1 DESTINY USA DR,YES,Shoplifting,LARCENY,43.067961,-76.1737229999999,3878,2024-09,2,569
3161,-8477523.9814207,5322219.83462332,2024-04-23 00:00:00+00:00,515,515,1300 PARK ST     ,NO,Of Bicycle,MV THEFT,43.067290975,-76.15489364,3879,2024-04,3,426
3162,-8478199.23821609,5315847.70527502,2024-06-04 00:00:00+00:00,341,341,100 PARKSIDE AV   ,YES,From Building,BURGLARY,43.025458578,-76.1609595749999,3880,2024-06,1,469
3163,-8479620.05618786,5322321.931704,2024-09-13 00:00:00+00:00,1438,1438,1 DESTINY USA DR,YES,Shoplifting,LARCENY,43.067961,-76.1737229999999,3881,2024-09,2,569
3164,-8477387.8778698,5312484.50493932,2024-10-09 00:00:00+00:00,322,322,1500 VALLEY DR     ,YES,From Building,BURGLARY,43.0033680000001,-76.153671001,3882,2024-10,1,531
3165,-8477387.8778698,5312484.50493932,2024-10-09 00:00:00+00:00,316,316,1500 VALLEY DR     ,NO,From Building,BURGLARY,43.0033680000001,-76.153671001,3884,2024-10,1,531
3166,-8479620.05618786,5322321.931704,2024-07-01 00:00:00+00:00,855,855,1 DESTINY USA DR,YES,From Building,BURGLARY,43.067961,-76.1737229999999,3885,2024-07,1,554
3167,-8477387.8778698,5312484.50493932,2024-03-04 00:00:00+00:00,1630,238,1500 VALLEY DR   ,NO,Of Bicycle,MV THEFT,43.0033680000001,-76.153671001,3887,2024-03,3,489
3168,-8479620.05618786,5322321.931704,2024-03-10 00:00:00+00:00,1621,1621,1 DESTINY USA DR,YES,Shoplifting,LARCENY,43.067961,-76.1737229999999,3888,2024-03,2,489
3169,-8478199.23821609,5315847.70527502,2024-07-27 00:00:00+00:00,1638,1638,100 PARKSIDE AVE    ,NO,All Other,LARCENY,43.025458578,-76.1609595749999,3889,2024-07,2,554
3170,-8479620.05618786,5322321.931704,2024-07-01 00:00:00+00:00,1812,1812,1 DESTINY USA DR,NO,Shoplifting,LARCENY,43.067961,-76.1737229999999,3891,2024-07,2,554
3171,-8478199.23821609,5315847.70527502,2024-09-10 00:00:00+00:00,500,800,100 PARKSIDE AVE    ,NO,From Motor Vehicle,LARCENY,43.025458578,-76.1609595749999,3892,2024-09,2,569
3172,-8479620.05618786,5322321.931704,2024-09-09 00:00:00+00:00,1314,1314,1 DESTINY USA DR,YES,Shoplifting,LARCENY,43.067961,-76.1737229999999,3894,2024-09,2,569
3173,-8478363.69216963,5316027.55441848,2024-07-28 00:00:00+00:00,2030,941,100 PARKVIEW AV   ,NO,Of Bicycle,MV THEFT,43.026639661,-76.16243689,3895,2024-07,3,554
3174,-8479620.05618786,5322321.931704,2024-09-09 00:00:00+00:00,1314,1314,1 DESTINY USA DR,YES,Shoplifting,LARCENY,43.067961,-76.1737229999999,3897,2024-09,2,569
3175,-8476671.75479879,5317370.11508496,2024-10-17 00:00:00+00:00,1300,600,1300 S STATE ST     ,NO,From Motor Vehicle,LARCENY,43.0354556410001,-76.1472379579999,3899,2024-10,2,531
3176,-8473513.09051893,5322174.94654607,2024-03-14 00:00:00+00:00,905,905,100 PECK AV   ,NO,All Other,LARCENY,43.0669963890001,-76.118863194,3901,2024-03,2,489
3177,-8476671.75479879,5317370.11508496,2024-08-22 00:00:00+00:00,2300,1100,1300 S STATE ST     ,NO,From Motor Vehicle,LARCENY,43.0354556410001,-76.1472379579999,3902,2024-08,2,648
3178,-8479620.05618786,5322321.931704,2024-03-22 00:00:00+00:00,1755,1755,1 DESTINY USA DR,YES,Shoplifting,LARCENY,43.067961,-76.1737229999999,3903,2024-03,2,489
3179,-8478041.9906411,5315732.78196727,2024-04-30 00:00:00+00:00,2124,2124,100 PARKWAY DR     ,YES,All Other,LARCENY,43.024703856,-76.159546996,3904,2024-04,2,426
3180,-8480150.54922124,5317142.18226797,2024-01-25 00:00:00+00:00,1431,1431,1500 W ONONDAGA ST     ,NO,All Other,LARCENY,43.033959,-76.1784885,3905,2024-01,2,430
3181,-8479620.05618786,5322321.931704,2024-09-10 00:00:00+00:00,1236,1236,1 DESTINY USA DR,YES,Shoplifting,LARCENY,43.067961,-76.1737229999999,3906,2024-09,2,569
3182,-8473513.09051893,5322174.94654607,2024-10-28 00:00:00+00:00,700,1900,100 PECK AVE    ,NO,All Other,LARCENY,43.0669963890001,-76.118863194,3907,2024-10,2,531
3183,-8480423.0593347,5316958.51703065,2024-11-12 00:00:00+00:00,47,47,1600 BELLEVUE AV   ,NO,From Building,BURGLARY,43.0327530000001,-76.1809365,3908,2024-11,1,436
3184,-8479620.05618786,5322321.931704,2024-09-12 00:00:00+00:00,1723,1723,1 DESTINY USA DR,YES,Shoplifting,BURGLARY,43.067961,-76.1737229999999,3909,2024-09,1,569
3185,-8473513.09051893,5322174.94654607,2024-12-16 00:00:00+00:00,1900,740,100 PECK AVE    ,NO,From Motor Vehicle,LARCENY,43.0669963890001,-76.118863194,3910,2024-12,2,386
3186,-8479620.05618786,5322321.931704,2024-07-01 00:00:00+00:00,1847,1847,1 DESTINY USA DR,NO,Shoplifting,LARCENY,43.067961,-76.1737229999999,3912,2024-07,2,554
3187,-8478041.9906411,5315732.78196727,2024-05-14 00:00:00+00:00,1845,851,100 PARKWAY DR     ,NO,From Motor Vehicle,LARCENY,43.024703856,-76.159546996,3913,2024-05,2,433
3188,-8480423.0593347,5316958.51703065,2024-06-17 00:00:00+00:00,1544,1544,1600 BELLEVUE AVE    ,NO,All Other,LARCENY,43.0327530000001,-76.1809365,3914,2024-06,2,469
3189,-8479620.05618786,5322321.931704,2024-09-12 00:00:00+00:00,1611,1611,1 DESTINY USA DR,YES,Shoplifting,LARCENY,43.067961,-76.1737229999999,3915,2024-09,2,569
3190,-8479620.05618786,5322321.931704,2024-03-22 00:00:00+00:00,1517,1517,1 DESTINY USA DR,YES,Shoplifting,LARCENY,43.067961,-76.1737229999999,3918,2024-03,2,489
3191,-8479620.05618786,5322321.931704,2024-03-22 00:00:00+00:00,1237,1237,1 DESTINY USA DR,NO,Shoplifting,LARCENY,43.067961,-76.1737229999999,3921,2024-03,2,489
3192,-8478145.23746506,5319637.23641563,2024-06-24 00:00:00+00:00,2151,2151,100 PLUM ST     ,NO,Of Bicycle,MV THEFT,43.050339912,-76.160474478,3922,2024-06,3,469
3193,-8474004.5444748,5319309.43051296,2024-05-13 00:00:00+00:00,132,132,1600 E FAYETTE ST     ,NO,From Building,BURGLARY,43.048188,-76.123278,3923,2024-05,1,433
3194,-8479620.05618786,5322321.931704,2024-03-22 00:00:00+00:00,1215,1215,1 DESTINY USA DR,NO,Shoplifting,LARCENY,43.067961,-76.1737229999999,3924,2024-03,2,489
3195,-8476671.75479879,5317370.11508496,2024-11-12 00:00:00+00:00,708,712,1300 S STATE ST     ,YES,Shoplifting,ROBBERY,43.0354556410001,-76.1472379579999,3926,2024-11,4,436
3196,-8479620.05618786,5322321.931704,2024-09-12 00:00:00+00:00,830,836,1 DESTINY USA DR,NO,From Motor Vehicle,LARCENY,43.067961,-76.1737229999999,3927,2024-09,2,569
3197,-8470752.63542723,5320122.60422831,2024-07-17 00:00:00+00:00,200,1300,100 POLK ST     ,NO,From Motor Vehicle,LARCENY,43.053526015,-76.094065604,3928,2024-07,2,554
3198,-8479620.05618786,5322321.931704,2024-07-01 00:00:00+00:00,1002,1002,1 DESTINY USA DR,NO,Shoplifting,LARCENY,43.067961,-76.1737229999999,3930,2024-07,2,554
3199,-8470752.63542723,5320122.60422831,2024-09-18 00:00:00+00:00,1330,1330,100 POLK ST     ,NO,Of Bicycle,MV THEFT,43.053526015,-76.094065604,3931,2024-09,3,569
3200,-8479620.05618786,5322321.931704,2024-03-21 00:00:00+00:00,1125,1125,1 DESTINY USA DR,YES,Shoplifting,LARCENY,43.067961,-76.1737229999999,3932,2024-03,2,489
3201,-8470752.63542723,5320122.60422831,2024-07-17 00:00:00+00:00,0,700,100 POLK ST ,NO,From Motor Vehicle,LARCENY,43.053526015,-76.094065604,3934,2024-07,2,554
3202,-8479620.05618786,5322321.931704,2024-09-10 00:00:00+00:00,1758,1758,1 DESTINY USA DR,NO,Shoplifting,BURGLARY,43.067961,-76.1737229999999,3935,2024-09,1,569
3203,-8470752.63542723,5320122.60422831,2024-05-20 00:00:00+00:00,2030,930,100 POLK ST     ,NO,All Other,LARCENY,43.053526015,-76.094065604,3937,2024-05,2,433
3204,-8479620.05618786,5322321.931704,2024-03-19 00:00:00+00:00,1733,1733,1 DESTINY USA DR,NO,Shoplifting,LARCENY,43.067961,-76.1737229999999,3938,2024-03,2,489
3205,-8470752.63542723,5320122.60422831,2024-03-22 00:00:00+00:00,431,431,100 POLK ST     ,NO,From Building,BURGLARY,43.053526015,-76.094065604,3940,2024-03,1,489
3206,-8479620.05618786,5322321.931704,2024-09-13 00:00:00+00:00,1704,1704,1 DESTINY USA DR,YES,Shoplifting,LARCENY,43.067961,-76.1737229999999,3941,2024-09,2,569
3207,-8469703.99424673,5318791.21917573,2024-05-23 00:00:00+00:00,1430,1630,1600 SALT SPRINGS RD     ,NO,All Other,LARCENY,43.044786,-76.0846455,3942,2024-05,2,433
3208,-8470752.63542723,5320122.60422831,2024-07-30 00:00:00+00:00,1730,550,100 POLK ST   ,NO,Of Bicycle,MV THEFT,43.053526015,-76.094065604,3943,2024-07,3,554
3209,-8479620.05618786,5322321.931704,2024-09-19 00:00:00+00:00,1913,1913,1 DESTINY USA DR,YES,Shoplifting,LARCENY,43.067961,-76.1737229999999,3944,2024-09,2,569
3210,-8469703.99424673,5318791.21917573,2024-02-18 00:00:00+00:00,0,1414,1600 SALT SPRINGS RD     ,NO,All Other,BURGLARY,43.044786,-76.0846455,3945,2024-02,1,388
3211,-8477016.53975956,5322267.98441378,2024-03-07 00:00:00+00:00,1433,1433,100 POND LN     ,NO,Of Bicycle,MV THEFT,43.067606965,-76.1503352139999,3946,2024-03,3,489
3212,-8479620.05618786,5322321.931704,2024-09-19 00:00:00+00:00,1130,1200,1 DESTINY USA DR,NO,From Motor Vehicle,LARCENY,43.067961,-76.1737229999999,3947,2024-09,2,569
3213,-8477347.5046282,5321626.10573951,2024-04-28 00:00:00+00:00,2200,600,100 POND ST   ,NO,From Building,BURGLARY,43.0633944090001,-76.153308322,3949,2024-04,1,426
3214,-8479620.05618786,5322321.931704,2024-09-20 00:00:00+00:00,1356,1356,1 DESTINY USA DR,YES,Shoplifting,BURGLARY,43.067961,-76.1737229999999,3950,2024-09,1,569
3215,-8478024.77808748,5315717.68411451,2024-06-21 00:00:00+00:00,800,820,1300 SOUTH AVE    ,NO,All Other,LARCENY,43.0246047050001,-76.1593923729999,3951,2024-06,2,469
3216,-8479620.05618786,5322321.931704,2024-06-28 00:00:00+00:00,911,911,1 DESTINY USA DR,YES,Shoplifting,BURGLARY,43.067961,-76.1737229999999,3953,2024-06,1,469
3217,-8473933.57752018,5321882.58642376,2024-05-30 00:00:00+00:00,0,350,1300 TEALL AV   ,NO,Of Bicycle,BURGLARY,43.0650776890001,-76.1226404929999,3954,2024-05,1,433
3218,-8472311.36867463,5318333.9219983,2024-10-18 00:00:00+00:00,745,2015,100 RAMSEY AV   ,NO,From Motor Vehicle,LARCENY,43.041783738,-76.108067943,3955,2024-10,2,531
3219,-8479620.05618786,5322321.931704,2024-09-21 00:00:00+00:00,1840,1840,1 DESTINY USA DR,NO,Shoplifting,LARCENY,43.067961,-76.1737229999999,3956,2024-09,2,569
3220,-8480213.23422838,5320010.8834114,2024-05-24 00:00:00+00:00,330,330,1300 W  GENESEE ST     ,NO,All Other,LARCENY,43.0527926600001,-76.1790516089999,3957,2024-05,2,433
3221,-8479244.00414248,5320803.89163348,2024-11-05 00:00:00+00:00,900,1200,100 PULASKI ST     ,NO,From Motor Vehicle,LARCENY,43.057997915,-76.170344867,3958,2024-11,2,436
3222,-8479620.05618786,5322321.931704,2024-09-19 00:00:00+00:00,1442,1442,1 DESTINY USA DR,YES,Shoplifting,LARCENY,43.067961,-76.1737229999999,3959,2024-09,2,569
3223,-8473560.96613761,5320338.15831842,2024-09-05 00:00:00+00:00,800,815,1400 BURNET AVE    ,NO,From Motor Vehicle,LARCENY,43.054940925,-76.119293268,3960,2024-09,2,569
3224,-8472311.36867463,5318333.9219983,2024-07-20 00:00:00+00:00,855,855,100 RAMSEY AV   ,NO,From Motor Vehicle,LARCENY,43.041783738,-76.108067943,3961,2024-07,2,554
3225,-8479620.05618786,5322321.931704,2024-06-28 00:00:00+00:00,1640,1640,1 DESTINY USA DR,YES,Shoplifting,LARCENY,43.067961,-76.1737229999999,3962,2024-06,2,469
3226,-8480982.10581747,5319992.19726381,2024-01-01 00:00:00+00:00,1215,1215,1600 W  GENESEE ST   ,NO,All Other,LARCENY,43.05267,-76.1859585,3963,2024-01,2,430
3227,-8480985.94244372,5320086.73377183,2024-12-12 00:00:00+00:00,1055,1055,100 RANN AVE    ,NO,All Other,LARCENY,43.053290556,-76.185992965,3964,2024-12,2,386
3228,-8479620.05618786,5322321.931704,2024-03-20 00:00:00+00:00,1218,1218,1 DESTINY USA DR,NO,Shoplifting,LARCENY,43.067961,-76.1737229999999,3965,2024-03,2,489
3229,-8480213.23422838,5320010.8834114,2024-09-15 00:00:00+00:00,1600,1621,1300 W GENESEE ST     ,NO,All Other,LARCENY,43.0527926600001,-76.1790516089999,3966,2024-09,2,569
3230,-8473991.76688969,5317676.8299321,2024-09-03 00:00:00+00:00,801,820,100 REDFIELD PL     ,NO,All Other,LARCENY,43.0374695190001,-76.123163217,3967,2024-09,2,569
3231,-8479620.05618786,5322321.931704,2024-09-22 00:00:00+00:00,1700,1800,1 DESTINY USA DR,NO,All Other,LARCENY,43.067961,-76.1737229999999,3968,2024-09,2,569
3232,-8474484.72800015,5319640.40056779,2024-09-30 00:00:00+00:00,1400,800,1400 ERIE BLVD E ,NO,From Motor Vehicle,LARCENY,43.0503606830001,-76.127591562,3969,2024-09,2,569
3233,-8473991.76688969,5317676.8299321,2024-04-18 00:00:00+00:00,1800,930,100 REDFIELD PL   ,NO,From Motor Vehicle,LARCENY,43.0374695190001,-76.123163217,3970,2024-04,2,426
3234,-8479620.05618786,5322321.931704,2024-03-19 00:00:00+00:00,1348,1348,1 DESTINY USA DR,NO,Shoplifting,LARCENY,43.067961,-76.1737229999999,3971,2024-03,2,489
3235,-8480982.10581747,5319992.19726381,2024-04-03 00:00:00+00:00,1829,1829,1600 W GENESEE ST     ,NO,From Motor Vehicle,LARCENY,43.05267,-76.1859585,3972,2024-04,2,426
3236,-8473991.76688969,5317676.8299321,2024-03-16 00:00:00+00:00,2130,930,100 REDFIELD PL     ,NO,From Motor Vehicle,LARCENY,43.0374695190001,-76.123163217,3973,2024-03,2,489
3237,-8479620.05618786,5322321.931704,2024-03-19 00:00:00+00:00,1312,1312,1 DESTINY USA DR,NO,Shoplifting,LARCENY,43.067961,-76.1737229999999,3974,2024-03,2,489
3238,-8474484.72800015,5319640.40056779,2024-09-23 00:00:00+00:00,1800,930,1400 ERIE BLVD E ,NO,From Motor Vehicle,LARCENY,43.0503606830001,-76.127591562,3975,2024-09,2,569
3239,-8479620.05618786,5322321.931704,2024-09-23 00:00:00+00:00,1820,1820,1 DESTINY USA DR,YES,Shoplifting,LARCENY,43.067961,-76.1737229999999,3977,2024-09,2,569
3240,-8474484.72800015,5319640.40056779,2024-12-07 00:00:00+00:00,1920,1941,1400 ERIE BLVD E,YES,All Other,ROBBERY,43.0503606830001,-76.127591562,3980,2024-12,4,386
3241,-8473991.76688969,5317676.8299321,2024-07-31 00:00:00+00:00,330,330,100 REDFIELD PL     ,NO,From Building,BURGLARY,43.0374695190001,-76.123163217,3982,2024-07,1,554
3242,-8480982.10581747,5319992.19726381,2024-08-12 00:00:00+00:00,800,800,1600 W GENESEE ST     ,NO,Of Bicycle,MV THEFT,43.05267,-76.1859585,3983,2024-08,3,648
3243,-8479620.05618786,5322321.931704,2024-09-08 00:00:00+00:00,1355,1355,1 DESTINY USA DR,NO,Shoplifting,LARCENY,43.067961,-76.1737229999999,3984,2024-09,2,569
3244,-8477249.61895092,5319600.08013928,2024-06-08 00:00:00+00:00,1130,1430,100 S SALINA ST     ,NO,All Other,LARCENY,43.0500960000001,-76.152429,3985,2024-06,2,469
3245,-8474484.72800015,5319640.40056779,2024-09-29 00:00:00+00:00,1800,1400,1400 ERIE BLVD E ,NO,From Motor Vehicle,LARCENY,43.0503606830001,-76.127591562,3986,2024-09,2,569
3246,-8479620.05618786,5322321.931704,2024-06-28 00:00:00+00:00,1716,1716,1 DESTINY USA DR,NO,Shoplifting,LARCENY,43.067961,-76.1737229999999,3987,2024-06,2,469
3247,-8472800.79116111,5318762.43049965,2024-01-13 00:00:00+00:00,1652,1330,100 SCOTTHOLM TER    ,YES,From Building,BURGLARY,43.0445970000001,-76.1124645,3988,2024-01,1,430
3248,-8480982.10581747,5319992.19726381,2024-04-10 00:00:00+00:00,2019,2020,1600 W GENESEE ST     ,NO,All Other,LARCENY,43.05267,-76.1859585,3989,2024-04,2,426
3249,-8479620.05618786,5322321.931704,2024-09-16 00:00:00+00:00,1515,1515,1 DESTINY USA DR,NO,Shoplifting,BURGLARY,43.067961,-76.1737229999999,3990,2024-09,1,569
3250,-8472800.79116111,5318762.43049965,2024-03-15 00:00:00+00:00,2145,2300,100 SCOTTHOLM TER    ,NO,From Building,BURGLARY,43.0445970000001,-76.1124645,3991,2024-03,1,489
3251,-8475452.39593964,5323010.45790438,2024-03-23 00:00:00+00:00,252,252,1400 GRANT BLVD   ,NO,From Building,BURGLARY,43.072479349,-76.136284271,3992,2024-03,1,489
3252,-8479620.05618786,5322321.931704,2024-03-19 00:00:00+00:00,1047,1047,1 DESTINY USA DR,NO,Shoplifting,LARCENY,43.067961,-76.1737229999999,3993,2024-03,2,489
3253,-8474613.18379072,5321497.75086921,2024-02-24 00:00:00+00:00,1846,1846,100 SEDGWICK DR   ,YES,Of Bicycle,ROBBERY,43.062552,-76.1287455,3994,2024-02,4,388
3254,-8475452.39593964,5323010.45790438,2024-05-18 00:00:00+00:00,434,434,1400 GRANT BLVD   ,NO,From Building,BURGLARY,43.072479349,-76.136284271,3995,2024-05,1,433
3255,-8479620.05618786,5322321.931704,2024-03-21 00:00:00+00:00,1115,1115,1 DESTINY USA DR,NO,Shoplifting,LARCENY,43.067961,-76.1737229999999,3996,2024-03,2,489
3256,-8474613.18379072,5321497.75086921,2024-10-08 00:00:00+00:00,1500,1600,100 SEDGWICK DR     ,NO,All Other,LARCENY,43.062552,-76.1287455,3997,2024-10,2,531
3257,-8475452.39593964,5323010.45790438,2024-06-23 00:00:00+00:00,600,1324,1400 GRANT BLVD   ,NO,Of Bicycle,MV THEFT,43.072479349,-76.136284271,3998,2024-06,3,469
3258,-8479620.05618786,5322321.931704,2024-04-29 00:00:00+00:00,1414,1414,1 DESTINY USA DR,YES,Shoplifting,LARCENY,43.067961,-76.1737229999999,3999,2024-04,2,426
3259,-8476478.17487972,5313551.77003227,2024-04-14 00:00:00+00:00,30,730,100 SHELDON AV   ,NO,Of Bicycle,MV THEFT,43.0103790000001,-76.145499,4000,2024-04,3,426
3260,-8479620.05618786,5322321.931704,2024-09-14 00:00:00+00:00,1719,1719,1 DESTINY USA DR,NO,Shoplifting,LARCENY,43.067961,-76.1737229999999,4002,2024-09,2,569
3261,-8471640.61942806,5320999.98635326,2024-05-07 00:00:00+00:00,1121,1121,100 SHERIDAN DR   ,NO,Of Bicycle,MV THEFT,43.059285,-76.1020425,4003,2024-05,3,433
3262,-8475452.39593964,5323010.45790438,2024-06-26 00:00:00+00:00,315,315,1400 GRANT BLVD   ,NO,Unknown,BURGLARY,43.072479349,-76.136284271,4004,2024-06,1,469
3263,-8479620.05618786,5322321.931704,2024-09-15 00:00:00+00:00,1410,1410,1 DESTINY USA DR,NO,Shoplifting,LARCENY,43.067961,-76.1737229999999,4005,2024-09,2,569
3264,-8473204.54706553,5315146.72951538,2024-10-18 00:00:00+00:00,2300,0,100 SLOCUM DR     ,NO,All Other,LARCENY,43.020855,-76.116091501,4006,2024-10,2,531
3265,-8475452.39593964,5323010.45790438,2024-05-01 00:00:00+00:00,230,230,1400 GRANT BLVD   ,NO,From Building,BURGLARY,43.072479349,-76.136284271,4007,2024-05,1,433
