,X,Y,DATEEND,TIMESTART,TIMEEND,ADDRESS,Arrest,LarcenyCode,CODE_DEFINED,LAT,LONG,ObjectId,month,CrimeType,monthly_crime_count
1279,-8474889.71810377,5311719.9175007,2024-04-23 00:00:00+00:00,0,700,200 LAFAYETTE RD     ,NO,From Motor Vehicle,LARCENY,42.9983448360001,-76.13122965,1547,2024-04,2,426
1280,-8474889.71810377,5311719.9175007,2024-10-30 00:00:00+00:00,2230,900,200 LAFAYETTE RD     ,NO,Of Bicycle,MV THEFT,42.9983448360001,-76.13122965,1548,2024-10,3,531
1281,-8474889.71810377,5311719.9175007,2024-08-01 00:00:00+00:00,2320,940,200 LAFAYETTE RD     ,NO,From Motor Vehicle,LARCENY,42.9983448360001,-76.13122965,1549,2024-08,2,648
1282,-8474889.71810377,5311719.9175007,2024-07-13 00:00:00+00:00,0,1100,200 LAFAYETTE RD     ,NO,From Motor Vehicle,LARCENY,42.9983448360001,-76.13122965,1550,2024-07,2,554
1283,-8474889.71810377,5311719.9175007,2024-03-28 00:00:00+00:00,1830,2300,200 LAFAYETTE RD     ,NO,From Building,LARCENY,42.9983448360001,-76.13122965,1551,2024-03,2,489
1284,-8474889.71810377,5311719.9175007,2024-10-18 00:00:00+00:00,1900,545,200 LAFAYETTE RD     ,NO,From Motor Vehicle,LARCENY,42.9983448360001,-76.13122965,1552,2024-10,2,531
1285,-8474889.71810377,5311719.9175007,2024-09-10 00:00:00+00:00,530,552,200 LAFAYETTE RD     ,NO,Of Bicycle,MV THEFT,42.9983448360001,-76.13122965,1553,2024-09,3,569
1286,-8474889.71810377,5311719.9175007,2024-03-10 00:00:00+00:00,1100,1600,200 LAFAYETTE RD     ,NO,Of Bicycle,MV THEFT,42.9983448360001,-76.13122965,1554,2024-03,3,489
1287,-8474889.71810377,5311719.9175007,2024-03-10 00:00:00+00:00,1506,1506,200 LAFAYETTE RD     ,NO,Of Bicycle,MV THEFT,42.9983448360001,-76.13122965,1555,2024-03,3,489
1288,-8474889.71810377,5311719.9175007,2024-03-28 00:00:00+00:00,1830,2300,200 LAFAYETTE RD     ,NO,From Building,LARCENY,42.9983448360001,-76.13122965,1556,2024-03,2,489
1289,-8474889.71810377,5311719.9175007,2024-09-29 00:00:00+00:00,2030,1020,200 LAFAYETTE RD     ,NO,Of Bicycle,MV THEFT,42.9983448360001,-76.13122965,1557,2024-09,3,569
1290,-8474889.71810377,5311719.9175007,2024-01-16 00:00:00+00:00,1200,2141,200 LAFAYETTE RD     ,NO,From Building,BURGLARY,42.9983448360001,-76.13122965,1558,2024-01,1,430
1291,-8474889.71810377,5311719.9175007,2024-12-10 00:00:00+00:00,2300,314,200 LAFAYETTE RD     ,NO,Of Bicycle,MV THEFT,42.9983448360001,-76.13122965,1559,2024-12,3,386
1292,-8474889.71810377,5311719.9175007,2024-06-28 00:00:00+00:00,1431,1431,200 LAFAYETTE RD     ,NO,From Motor Vehicle,LARCENY,42.9983448360001,-76.13122965,1560,2024-06,2,469
1293,-8474889.71810377,5311719.9175007,2024-09-11 00:00:00+00:00,1400,1500,200 LAFAYETTE RD     ,NO,All Other,LARCENY,42.9983448360001,-76.13122965,1561,2024-09,2,569
1294,-8474889.71810377,5311719.9175007,2024-03-28 00:00:00+00:00,1830,2300,200 LAFAYETTE RD     ,NO,All Other,LARCENY,42.9983448360001,-76.13122965,1562,2024-03,2,489
1295,-8474889.71810377,5311719.9175007,2024-06-28 00:00:00+00:00,1427,1427,200 LAFAYETTE RD     ,NO,From Motor Vehicle,LARCENY,42.9983448360001,-76.13122965,1563,2024-06,2,469
1296,-8474889.71810377,5311719.9175007,2024-12-09 00:00:00+00:00,630,630,200 LAFAYETTE RD     ,NO,Of Bicycle,MV THEFT,42.9983448360001,-76.13122965,1564,2024-12,3,386
1297,-8474889.71810377,5311719.9175007,2024-11-23 00:00:00+00:00,1709,1709,200 LAFAYETTE RD     ,NO,Of Bicycle,MV THEFT,42.9983448360001,-76.13122965,1566,2024-11,3,436
1298,-8474889.71810377,5311719.9175007,2024-06-17 00:00:00+00:00,831,1430,200 LAFAYETTE RD     ,NO,From Building,BURGLARY,42.9983448360001,-76.13122965,1567,2024-06,1,469
1299,-8474889.71810377,5311719.9175007,2024-07-06 00:00:00+00:00,2007,2007,200 LAFAYETTE RD     ,NO,Of MV Parts/Accessories,LARCENY,42.9983448360001,-76.13122965,1568,2024-07,2,554
1300,-8474889.71810377,5311719.9175007,2024-02-26 00:00:00+00:00,2100,800,200 LAFAYETTE RD     ,NO,Motor Vehicle,MV THEFT,42.9983448360001,-76.13122965,1569,2024-02,3,388
1301,-8474889.71810377,5311719.9175007,2024-06-28 00:00:00+00:00,2300,700,200 LAFAYETTE RD     ,NO,From Motor Vehicle,LARCENY,42.9983448360001,-76.13122965,1570,2024-06,2,469
1302,-8474889.71810377,5311719.9175007,2024-12-09 00:00:00+00:00,2300,741,200 LAFAYETTE RD     ,NO,From Motor Vehicle,LARCENY,42.9983448360001,-76.13122965,1571,2024-12,2,386
1303,-8474889.71810377,5311719.9175007,2024-06-29 00:00:00+00:00,1950,600,200 LAFAYETTE RD     ,NO,Of Bicycle,MV THEFT,42.9983448360001,-76.13122965,1572,2024-06,3,469
1304,-8474889.71810377,5311719.9175007,2024-10-04 00:00:00+00:00,1800,1000,200 LAFAYETTE RD     ,NO,Of Bicycle,MV THEFT,42.9983448360001,-76.13122965,1573,2024-10,3,531
1305,-8480056.56707322,5319645.21070265,2024-06-14 00:00:00+00:00,900,1204,200 LAKEVIEW AV ,NO,From Building,LARCENY,43.050392259,-76.177644244,1574,2024-06,2,469
1306,-8480056.56707322,5319645.21070265,2024-01-24 00:00:00+00:00,200,300,200 LAKEVIEW AV   ,NO,From Motor Vehicle,LARCENY,43.050392259,-76.177644244,1575,2024-01,2,430
1307,-8473363.62428767,5317377.97869661,2024-09-19 00:00:00+00:00,33,844,200 LENNOX AV   ,NO,Of Bicycle,BURGLARY,43.0355072740001,-76.117520516,1576,2024-09,1,569
1308,-8478584.29912523,5322346.00393616,2024-11-21 00:00:00+00:00,1800,745,200 LEMOYNE AV   ,NO,Of Bicycle,MV THEFT,43.0681189760001,-76.1644186359999,1577,2024-11,3,436
1309,-8476309.6888229,5317174.91785349,2024-06-24 00:00:00+00:00,1620,1620,200 LEON ST     ,NO,Of MV Parts/Accessories,LARCENY,43.034173949,-76.143985464,1579,2024-06,2,469
1310,-8473787.7230498,5319139.13962417,2024-05-25 00:00:00+00:00,2100,830,200 LEXINGTON AV   ,NO,Of Bicycle,MV THEFT,43.04707008,-76.12133026,1580,2024-05,3,433
1311,-8473787.7230498,5319139.13962417,2024-03-22 00:00:00+00:00,1300,1300,200 LEXINGTON AV   ,NO,All Other,LARCENY,43.04707008,-76.12133026,1581,2024-03,2,489
1312,-8477304.67233904,5321742.72535122,2024-08-31 00:00:00+00:00,0,0,200 LILAC ST     ,NO,Unknown,LARCENY,43.064159788,-76.1529235529999,1584,2024-08,2,648
1313,-8474802.87854823,5320781.93606397,2024-05-06 00:00:00+00:00,1857,1857,200 LINCOLN PARK DR     ,NO,All Other,LARCENY,43.057853806,-76.130449557,1585,2024-05,2,433
1314,-8474802.87854823,5320781.93606397,2024-07-28 00:00:00+00:00,1900,1447,200 LINCOLN PARK DR     ,NO,Of Bicycle,MV THEFT,43.057853806,-76.130449557,1586,2024-07,3,554
1315,-8474802.87854823,5320781.93606397,2024-09-28 00:00:00+00:00,1900,900,200 LINCOLN PARK DR     ,NO,Of Bicycle,MV THEFT,43.057853806,-76.130449557,1587,2024-09,3,569
1316,-8474802.87854823,5320781.93606397,2024-10-10 00:00:00+00:00,105,505,200 LINCOLN PARK DR     ,NO,All Other,LARCENY,43.057853806,-76.130449557,1588,2024-10,2,531
1317,-8470332.5792324,5317804.12741277,2024-06-24 00:00:00+00:00,2200,630,200 LOCKWOOD RD     ,NO,From Motor Vehicle,LARCENY,43.0383053300001,-76.0902921749999,1589,2024-06,2,469
1318,-8474018.58631537,5319389.14377683,2024-05-11 00:00:00+00:00,535,535,200 LOMBARD AV   ,NO,From Building,BURGLARY,43.0487112920001,-76.1234041399999,1590,2024-05,1,433
1319,-8470332.5792324,5317804.12741277,2024-06-24 00:00:00+00:00,2010,2006,200 LOCKWOOD RD     ,NO,From Motor Vehicle,LARCENY,43.0383053300001,-76.0902921749999,1591,2024-06,2,469
1320,-8479719.56445805,5318740.58635116,2024-11-01 00:00:00+00:00,1339,1339,200 MAGNOLIA ST     ,NO,Of Bicycle,MV THEFT,43.044453591,-76.174616898,1592,2024-11,3,436
1321,-8479719.56445805,5318740.58635116,2024-10-24 00:00:00+00:00,738,738,200 MAGNOLIA ST     ,NO,From Motor Vehicle,LARCENY,43.044453591,-76.174616898,1593,2024-10,2,531
1322,-8479719.56445805,5318740.58635116,2024-11-22 00:00:00+00:00,1800,1955,200 MAGNOLIA ST     ,NO,All Other,LARCENY,43.044453591,-76.174616898,1594,2024-11,2,436
1323,-8479719.56445805,5318740.58635116,2024-04-10 00:00:00+00:00,940,943,200 MAGNOLIA ST     ,NO,From Motor Vehicle,LARCENY,43.044453591,-76.174616898,1595,2024-04,2,426
1324,-8479719.56445805,5318740.58635116,2024-12-17 00:00:00+00:00,1650,1650,200 MAGNOLIA ST     ,NO,From Mailbox,LARCENY,43.044453591,-76.174616898,1596,2024-12,2,386
1325,-8479719.56445805,5318740.58635116,2024-03-28 00:00:00+00:00,1500,1645,200 MAGNOLIA ST     ,NO,From Motor Vehicle,LARCENY,43.044453591,-76.174616898,1597,2024-03,2,489
1326,-8479719.56445805,5318740.58635116,2024-02-15 00:00:00+00:00,0,932,200 MAGNOLIA ST   ,NO,From Building,BURGLARY,43.044453591,-76.174616898,1598,2024-02,1,388
1327,-8473635.1792799,5321415.45882882,2024-08-12 00:00:00+00:00,1604,1604,200 MARIPOSA ST     ,NO,Purse Snatch,LARCENY,43.0620119010001,-76.119959936,1599,2024-08,2,648
1328,-8477398.89827675,5310250.35585049,2024-06-26 00:00:00+00:00,449,449,2500 VALLEY DR     ,NO,From Motor Vehicle,LARCENY,42.9886890000001,-76.153769999,1600,2024-06,2,469
1329,-8476786.25168181,5314195.7501306,2024-08-11 00:00:00+00:00,302,302,2600 MIDLAND AV   ,NO,Of Bicycle,MV THEFT,43.0146090000001,-76.148266501,1603,2024-08,3,648
1330,-8476786.25168181,5314195.7501306,2024-07-25 00:00:00+00:00,2300,1500,2600 MIDLAND AV   ,NO,From Building,BURGLARY,43.0146090000001,-76.148266501,1607,2024-07,1,554
1331,-8476786.25168181,5314195.7501306,2024-11-26 00:00:00+00:00,1019,1019,2600 MIDLAND AV   ,YES,All Other,ROBBERY,43.0146090000001,-76.148266501,1608,2024-11,4,436
1332,-8476786.25168181,5314195.7501306,2024-07-13 00:00:00+00:00,505,506,2600 MIDLAND AV   ,NO,Of Bicycle,ROBBERY,43.0146090000001,-76.148266501,1609,2024-07,4,554
1333,-8476135.62821994,5315636.21770883,2024-07-16 00:00:00+00:00,2330,0,200 MCKINLEY AV   ,NO,Of Bicycle,MV THEFT,43.024069694,-76.1424218509999,1610,2024-07,3,554
1334,-8476135.62821994,5315636.21770883,2024-02-19 00:00:00+00:00,1425,1630,200 MCKINLEY AV   ,NO,Motor Vehicle,MV THEFT,43.024069694,-76.1424218509999,1611,2024-02,3,388
1335,-8471018.14521451,5319471.58279402,2024-04-30 00:00:00+00:00,1540,1545,200 MELBOURNE AV   ,NO,All Other,LARCENY,43.0492524730001,-76.096450719,1613,2024-04,2,426
1336,-8477038.40223964,5324479.19167422,2024-02-27 00:00:00+00:00,1600,1605,200 MERRILL ST   ,NO,From Building,LARCENY,43.0821165790001,-76.1505316079999,1614,2024-02,2,388
1337,-8477038.40223964,5324479.19167422,2024-09-24 00:00:00+00:00,2200,1100,200 MERRILL ST     ,NO,From Building,BURGLARY,43.0821165790001,-76.1505316079999,1615,2024-09,1,569
1338,-8478526.23309772,5318133.16905905,2024-03-24 00:00:00+00:00,2330,700,200 MERRIMAN AV   ,NO,Of Bicycle,MV THEFT,43.0404657020001,-76.16389702,1618,2024-03,3,489
1339,-8478526.23309772,5318133.16905905,2024-01-18 00:00:00+00:00,1313,1313,200 MERRIMAN AV   ,NO,All Other,LARCENY,43.0404657020001,-76.16389702,1619,2024-01,2,430
1340,-8477732.52980379,5317887.84096102,2024-01-11 00:00:00+00:00,1143,1143,200 MIDLAND AV   ,YES,Shoplifting,LARCENY,43.038854971,-76.156767062,1621,2024-01,2,430
1341,-8477732.52980379,5317887.84096102,2024-12-09 00:00:00+00:00,1427,1845,200 MIDLAND AVE    ,NO,All Other,LARCENY,43.038854971,-76.156767062,1622,2024-12,2,386
1342,-8477172.64085512,5312620.95250381,2024-12-15 00:00:00+00:00,1034,1034,200 MILBURN DR     ,NO,From Building,BURGLARY,43.004264386,-76.151737494,1623,2024-12,1,386
1343,-8477172.64085512,5312620.95250381,2024-02-15 00:00:00+00:00,2000,600,200 MILBURN DR   ,NO,All Other,LARCENY,43.004264386,-76.151737494,1624,2024-02,2,388
1344,-8471410.91054561,5319199.86008315,2024-11-21 00:00:00+00:00,0,550,200 MILNOR AV   ,NO,Of Bicycle,BURGLARY,43.047468698,-76.09997899,1625,2024-11,1,436
1345,-8481031.43504606,5319259.4902617,2024-11-19 00:00:00+00:00,0,742,200 MILTON AV   ,NO,Of Bicycle,MV THEFT,43.0478601560001,-76.186401632,1626,2024-11,3,436
1346,-8476475.33434027,5319943.21599977,2024-09-03 00:00:00+00:00,1755,1755,200 N  TOWNSEND ST     ,NO,All Other,LARCENY,43.052348475,-76.145473483,1627,2024-09,2,569
1347,-8476794.35685393,5319967.17317962,2024-04-06 00:00:00+00:00,915,915,200 N  STATE ST     ,YES,Shoplifting,LARCENY,43.0525057360001,-76.148339311,1628,2024-04,2,426
1348,-8477361.59077392,5319789.75750735,2024-03-26 00:00:00+00:00,2310,30,200 N CLINTON ST     ,NO,From Building,BURGLARY,43.0513411250001,-76.1534348599999,1629,2024-03,1,489
1349,-8475458.4212184,5319926.75323407,2024-06-04 00:00:00+00:00,1630,700,200 N CROUSE AV   ,NO,All Other,LARCENY,43.052240409,-76.136338397,1630,2024-06,2,469
1350,-8476282.91359106,5319940.4109628,2024-02-15 00:00:00+00:00,2200,1100,200 N MCBRIDE ST   ,NO,From Motor Vehicle,LARCENY,43.0523300620001,-76.1437449379999,1631,2024-02,2,388
1351,-8471945.18955487,5318360.76917508,2024-01-24 00:00:00+00:00,1118,1118,2900 E  GENESEE ST     ,NO,Shoplifting,LARCENY,43.0419600000001,-76.1047785,1633,2024-01,2,430
1352,-8471945.18955487,5318360.76917508,2024-05-21 00:00:00+00:00,114,114,2900 E GENESEE ST     ,NO,From Building,BURGLARY,43.0419600000001,-76.1047785,1634,2024-05,1,433
1353,-8471945.18955487,5318360.76917508,2024-07-30 00:00:00+00:00,2252,2252,2900 E GENESEE ST     ,NO,From Building,BURGLARY,43.0419600000001,-76.1047785,1635,2024-07,1,554
1354,-8471945.18955487,5318360.76917508,2024-07-28 00:00:00+00:00,201,201,2900 E GENESEE ST     ,NO,From Building,BURGLARY,43.0419600000001,-76.1047785,1636,2024-07,1,554
1355,-8471945.18955487,5318360.76917508,2024-11-19 00:00:00+00:00,21,21,2900 E GENESEE ST     ,NO,From Building,LARCENY,43.0419600000001,-76.1047785,1637,2024-11,2,436
1356,-8471945.18955487,5318360.76917508,2024-06-19 00:00:00+00:00,1036,1036,2900 E GENESEE ST   ,NO,Shoplifting,LARCENY,43.0419600000001,-76.1047785,1638,2024-06,2,469
1357,-8471945.18955487,5318360.76917508,2024-10-19 00:00:00+00:00,430,430,2900 E GENESEE ST     ,NO,From Building,BURGLARY,43.0419600000001,-76.1047785,1640,2024-10,1,531
1358,-8471945.18955487,5318360.76917508,2024-09-16 00:00:00+00:00,223,223,2900 E GENESEE ST     ,NO,Shoplifting,BURGLARY,43.0419600000001,-76.1047785,1641,2024-09,1,569
1359,-8471945.18955487,5318360.76917508,2024-11-15 00:00:00+00:00,203,203,2900 E GENESEE ST     ,NO,From Building,BURGLARY,43.0419600000001,-76.1047785,1642,2024-11,1,436
1360,-8471945.18955487,5318360.76917508,2024-07-15 00:00:00+00:00,317,317,2900 E GENESEE ST     ,NO,From Building,BURGLARY,43.0419600000001,-76.1047785,1643,2024-07,1,554
1361,-8471945.18955487,5318360.76917508,2024-02-07 00:00:00+00:00,246,246,2900 E GENESEE ST     ,NO,From Building,BURGLARY,43.0419600000001,-76.1047785,1644,2024-02,1,388
1362,-8473341.80388636,5319131.2064403,2024-07-11 00:00:00+00:00,1529,1529,300 ALLEN ST     ,NO,From Building,BURGLARY,43.047018,-76.1173244999999,1645,2024-07,1,554
1363,-8473341.80388636,5319131.2064403,2024-05-13 00:00:00+00:00,1500,1000,300 ALLEN ST     ,NO,From Building,BURGLARY,43.047018,-76.1173244999999,1647,2024-05,1,433
1364,-8479925.62819009,5319783.79730256,2024-10-19 00:00:00+00:00,430,430,300 APPLE ST ,NO,Of Bicycle,MV THEFT,43.0513020000001,-76.1764679999999,1648,2024-10,3,531
1365,-8479925.62819009,5319783.79730256,2024-10-28 00:00:00+00:00,1836,1836,300 APPLE ST     ,NO,All Other,LARCENY,43.0513020000001,-76.1764679999999,1650,2024-10,2,531
1366,-8479925.62819009,5319783.79730256,2024-08-08 00:00:00+00:00,1225,1226,300 APPLE ST     ,NO,All Other,LARCENY,43.0513020000001,-76.1764679999999,1651,2024-08,2,648
1367,-8479925.62819009,5319783.79730256,2024-10-25 00:00:00+00:00,1138,1138,300 APPLE ST     ,NO,Shoplifting,LARCENY,43.0513020000001,-76.1764679999999,1652,2024-10,2,531
1368,-8478874.15993981,5315196.06249734,2024-08-20 00:00:00+00:00,515,1601,300 ARLINGTON AVE    ,NO,Of Bicycle,MV THEFT,43.0211790000001,-76.1670225,1653,2024-08,3,648
1369,-8480025.31490542,5317265.54154309,2024-08-22 00:00:00+00:00,2200,700,300 ARTHUR ST     ,NO,Of Bicycle,MV THEFT,43.034769,-76.1773635009999,1654,2024-08,3,648
1370,-8477282.17990197,5313638.0881947,2024-11-01 00:00:00+00:00,2124,2124,300 ATLANTIC AV   ,NO,Of Bicycle,MV THEFT,43.010946,-76.1527215,1656,2024-11,3,436
1371,-8477282.17990197,5313638.0881947,2024-02-18 00:00:00+00:00,220,819,300 ATLANTIC AV   ,NO,Motor Vehicle,MV THEFT,43.010946,-76.1527215,1657,2024-02,3,388
1372,-8470979.88259046,5319966.14701444,2024-06-02 00:00:00+00:00,1021,1021,300 AUDUBON PKWY   ,NO,All Other,LARCENY,43.0524990000001,-76.096107,1658,2024-06,2,469
1373,-8470979.88259046,5319966.14701444,2024-07-13 00:00:00+00:00,0,300,300 AUDUBON PKWY   ,NO,Of Bicycle,MV THEFT,43.0524990000001,-76.096107,1660,2024-07,3,554
1374,-8481558.68512003,5319242.25334793,2024-04-23 00:00:00+00:00,2300,100,300 AVERY AV   ,NO,Of Bicycle,MV THEFT,43.0477470000001,-76.191138,1661,2024-04,3,426
1375,-8470979.88259046,5319966.14701444,2024-07-17 00:00:00+00:00,200,400,300 AUDUBON PKWY   ,NO,From Motor Vehicle,LARCENY,43.0524990000001,-76.096107,1662,2024-07,2,554
1376,-8469675.94173505,5318584.21685972,2024-12-27 00:00:00+00:00,1745,1752,300 BARRINGTON RD     ,NO,Of Bicycle,MV THEFT,43.0434270000001,-76.0843935,1663,2024-12,3,386
1377,-8474401.28713999,5316824.19697787,2024-04-28 00:00:00+00:00,0,700,300 BERKELEY DR ,NO,All Other,LARCENY,43.0318710000001,-76.126842,1664,2024-04,2,426
1378,-8474162.339853,5321220.75466984,2024-07-04 00:00:00+00:00,1730,1731,300 BOYDEN ST   ,NO,Of Bicycle,MV THEFT,43.060734,-76.1246955,1665,2024-07,3,554
1379,-8473872.79785744,5316554.19209964,2024-09-17 00:00:00+00:00,700,700,300 BROAD ST     ,NO,All Other,LARCENY,43.0300980000001,-76.1220944999999,1666,2024-09,2,569
1380,-8472730.65988191,5319295.72084822,2024-03-24 00:00:00+00:00,153,154,300 BRUCE ST     ,NO,From Motor Vehicle,LARCENY,43.048098,-76.1118345,1668,2024-03,2,489
1381,-8472730.65988191,5319295.72084822,2024-05-16 00:00:00+00:00,1412,1412,300 BRUCE ST     ,NO,Of Bicycle,MV THEFT,43.048098,-76.1118345,1669,2024-05,3,433
1382,-8472730.65988191,5319295.72084822,2024-05-03 00:00:00+00:00,2237,2237,300 BRUCE ST     ,YES,Of Bicycle,MV THEFT,43.048098,-76.1118345,1670,2024-05,3,433
1383,-8472730.65988191,5319295.72084822,2024-05-14 00:00:00+00:00,0,900,300 BRUCE ST     ,NO,Of Bicycle,MV THEFT,43.048098,-76.1118345,1671,2024-05,3,433
1384,-8472730.65988191,5319295.72084822,2024-04-29 00:00:00+00:00,1530,1530,300 BRUCE ST     ,NO,All Other,LARCENY,43.048098,-76.1118345,1673,2024-04,2,426
1385,-8476274.29323233,5319914.04673361,2024-03-20 00:00:00+00:00,1800,850,300 BURNET AV   ,YES,Of Bicycle,MV THEFT,43.0521570000001,-76.1436674999999,1674,2024-03,3,489
1386,-8476274.29323233,5319914.04673361,2024-01-08 00:00:00+00:00,2000,1000,300 BURNET AVE  ,NO,Motor Vehicle,MV THEFT,43.0521570000001,-76.1436674999999,1675,2024-01,3,430
1387,-8480931.01017119,5318767.91405015,2024-01-10 00:00:00+00:00,2000,600,300 BURNET PARK DR     ,NO,From Motor Vehicle,LARCENY,43.044633,-76.1854994999999,1676,2024-01,2,430
1388,-8480931.01017119,5318767.91405015,2024-08-08 00:00:00+00:00,2130,2140,300 BURNET PARK DR     ,NO,From Motor Vehicle,LARCENY,43.044633,-76.1854994999999,1677,2024-08,2,648
1389,-8476584.87461164,5321935.20218996,2024-11-05 00:00:00+00:00,1600,1600,300 CARBON ST     ,NO,All Other,LARCENY,43.0654230000001,-76.1464574999999,1680,2024-11,2,436
1390,-8476584.87461164,5321935.20218996,2024-11-04 00:00:00+00:00,948,951,300 CARBON ST     ,NO,All Other,LARCENY,43.0654230000001,-76.1464574999999,1682,2024-11,2,436
1391,-8470649.26381412,5321807.66724408,2024-03-11 00:00:00+00:00,900,917,300 CLOVER RIDGE DR     ,NO,Of Bicycle,MV THEFT,43.0645860000001,-76.0931370009999,1683,2024-03,3,489
1392,-8470649.26381412,5321807.66724408,2024-03-15 00:00:00+00:00,1300,1345,300 CLOVER RIDGE DR     ,NO,Of Bicycle,MV THEFT,43.0645860000001,-76.0931370009999,1684,2024-03,3,489
1393,-8470649.26381412,5321807.66724408,2024-03-04 00:00:00+00:00,1030,1230,300 CLOVER RIDGE DR     ,NO,From Building,LARCENY,43.0645860000001,-76.0931370009999,1685,2024-03,2,489
1394,-8480785.73823571,5318603.40893456,2024-07-24 00:00:00+00:00,29,29,300 COLERIDGE AV   ,NO,Of Bicycle,BURGLARY,43.043553,-76.1841945,1686,2024-07,1,554
1395,-8473863.78097869,5319094.1910977,2024-05-25 00:00:00+00:00,145,145,300 COLUMBUS AV   ,NO,Of Bicycle,MV THEFT,43.046775,-76.1220135,1687,2024-05,3,433
1396,-8480785.73823571,5318603.40893456,2024-01-10 00:00:00+00:00,705,705,300 COLERIDGE AV   ,NO,From Motor Vehicle,LARCENY,43.043553,-76.1841945,1688,2024-01,2,430
1397,-8473863.78097869,5319094.1910977,2024-07-17 00:00:00+00:00,2200,2221,300 COLUMBUS AV   ,NO,Of Bicycle,MV THEFT,43.046775,-76.1220135,1689,2024-07,3,554
1398,-8474907.73505203,5318643.16407213,2024-04-26 00:00:00+00:00,30,930,300 COMSTOCK AV   ,NO,From Motor Vehicle,LARCENY,43.0438140000001,-76.131391499,1690,2024-04,2,426
1399,-8474907.73505203,5318643.16407213,2024-02-27 00:00:00+00:00,1224,1224,300 COMSTOCK AV ,NO,All Other,LARCENY,43.0438140000001,-76.131391499,1691,2024-02,2,388
1400,-8474907.73505203,5318643.16407213,2024-09-24 00:00:00+00:00,1437,1445,300 COMSTOCK AV   ,NO,All Other,LARCENY,43.0438140000001,-76.131391499,1693,2024-09,2,569
1401,-8474907.73505203,5318643.16407213,2024-04-18 00:00:00+00:00,430,1100,300 COMSTOCK AV   ,NO,From Motor Vehicle,LARCENY,43.0438140000001,-76.131391499,1694,2024-04,2,426
1402,-8474907.73505203,5318643.16407213,2024-05-12 00:00:00+00:00,2100,1530,300 COMSTOCK AV   ,NO,From Motor Vehicle,LARCENY,43.0438140000001,-76.131391499,1695,2024-05,2,433
1403,-8478500.96134692,5316772.11421144,2024-05-04 00:00:00+00:00,100,900,300 COOLIDGE AV   ,NO,Of Bicycle,MV THEFT,43.031529,-76.16367,1698,2024-05,3,433
1404,-8478500.96134692,5316772.11421144,2024-04-22 00:00:00+00:00,1300,1512,300 COOLIDGE AV   ,NO,Of Bicycle,MV THEFT,43.031529,-76.16367,1699,2024-04,3,426
1405,-8478500.96134692,5316772.11421144,2024-04-18 00:00:00+00:00,2150,1646,300 COOLIDGE AV   ,NO,All Other,LARCENY,43.031529,-76.16367,1700,2024-04,2,426
1406,-8478500.96134692,5316772.11421144,2024-02-23 00:00:00+00:00,920,920,300 COOLIDGE AVE  ,NO,All Other,LARCENY,43.031529,-76.16367,1701,2024-02,2,388
1407,-8476557.32303767,5322664.79040832,2024-12-31 00:00:00+00:00,2130,740,300 CRAIG ST     ,NO,Of Bicycle,MV THEFT,43.070211,-76.1462099999999,1702,2024-12,3,386
1408,-8479120.62129242,5316265.00770804,2024-06-01 00:00:00+00:00,1930,2244,300 CROSSETT ST     ,NO,Of Bicycle,MV THEFT,43.028199,-76.1692365,1703,2024-06,3,469
1409,-8479120.62129242,5316265.00770804,2024-05-08 00:00:00+00:00,1844,1844,300 CROSSETT ST     ,NO,All Other,LARCENY,43.028199,-76.1692365,1705,2024-05,2,433
1410,-8470672.30694871,5318924.19659251,2024-04-13 00:00:00+00:00,1700,1740,300 DEMONG DR     ,NO,Of Bicycle,MV THEFT,43.0456590000001,-76.0933440009999,1706,2024-04,3,426
1411,-8476854.88003656,5319351.93060151,2024-05-06 00:00:00+00:00,810,1200,300 E FAYETTE ST     ,NO,From Motor Vehicle,LARCENY,43.0484670000001,-76.148883,1708,2024-05,2,433
1412,-8478661.26141367,5316781.70838345,2024-06-10 00:00:00+00:00,1015,1230,300 E ONONDAGA ST     ,NO,Of Bicycle,MV THEFT,43.031592,-76.16511,1709,2024-06,3,469
1413,-8478661.26141367,5316781.70838345,2024-11-09 00:00:00+00:00,1900,30,300 E ONONDAGA ST     ,NO,Of Bicycle,MV THEFT,43.031592,-76.16511,1710,2024-11,3,436
1414,-8476769.7206261,5319449.27024237,2024-10-16 00:00:00+00:00,2112,2122,300 E WASHINGTON ST     ,NO,From Building,BURGLARY,43.0491060000001,-76.148118,1711,2024-10,1,531
1415,-8476769.7206261,5319449.27024237,2024-05-27 00:00:00+00:00,1000,1400,300 E WASHINGTON ST     ,NO,Of Bicycle,MV THEFT,43.0491060000001,-76.148118,1712,2024-05,3,433
1416,-8476769.7206261,5319449.27024237,2024-01-24 00:00:00+00:00,1646,1646,300 E WASHINGTON ST     ,NO,From Mailbox,LARCENY,43.0491060000001,-76.148118,1713,2024-01,2,430
1417,-8476769.7206261,5319449.27024237,2024-08-01 00:00:00+00:00,2000,1000,300 E WASHINGTON ST     ,NO,From Motor Vehicle,LARCENY,43.0491060000001,-76.148118,1714,2024-08,2,648
1418,-8476769.7206261,5319449.27024237,2024-09-20 00:00:00+00:00,343,343,300 E WASHINGTON ST     ,NO,From Motor Vehicle,LARCENY,43.0491060000001,-76.148118,1715,2024-09,2,569
