X,Y,DATEEND,TIMESTART,TIMEEND,ADDRESS,Arrest,LarcenyCode,CODE_DEFINED,LAT,LONG,ObjectId,month,unemployment_rate,CrimeType,monthly_crime_count
-8471945.18955487,5318360.76917508,2024-05-21 00:00:00+00:00,114,114,2900 E GENESEE ST     ,NO,From Building,BURGLARY,43.0419600000001,-76.1047785,1634,2024-05,3.4,1,433
-8471945.18955487,5318360.76917508,2024-07-30 00:00:00+00:00,2252,2252,2900 E GENESEE ST     ,NO,From Building,BURGLARY,43.0419600000001,-76.1047785,1635,2024-07,3.9,1,554
-8471945.18955487,5318360.76917508,2024-07-28 00:00:00+00:00,201,201,2900 E GENESEE ST     ,NO,From Building,BURGLARY,43.0419600000001,-76.1047785,1636,2024-07,3.9,1,554
-8471945.18955487,5318360.76917508,2024-11-19 00:00:00+00:00,21,21,2900 E GENESEE ST     ,NO,From Building,LARCENY,43.0419600000001,-76.1047785,1637,2024-11,3.3,2,436
-8471945.18955487,5318360.76917508,2024-06-19 00:00:00+00:00,1036,1036,2900 E GENESEE ST   ,NO,Shoplifting,LARCENY,43.0419600000001,-76.1047785,1638,2024-06,3.6,2,469
-8471945.18955487,5318360.76917508,2024-10-19 00:00:00+00:00,430,430,2900 E GENESEE ST     ,NO,From Building,BURGLARY,43.0419600000001,-76.1047785,1640,2024-10,3.2,1,531
-8471945.18955487,5318360.76917508,2024-09-16 00:00:00+00:00,223,223,2900 E GENESEE ST     ,NO,Shoplifting,BURGLARY,43.0419600000001,-76.1047785,1641,2024-09,3.1,1,569
-8471945.18955487,5318360.76917508,2024-11-15 00:00:00+00:00,203,203,2900 E GENESEE ST     ,NO,From Building,BURGLARY,43.0419600000001,-76.1047785,1642,2024-11,3.3,1,436
-8471945.18955487,5318360.76917508,2024-07-15 00:00:00+00:00,317,317,2900 E GENESEE ST     ,NO,From Building,BURGLARY,43.0419600000001,-76.1047785,1643,2024-07,3.9,1,554
-8471945.18955487,5318360.76917508,2024-02-07 00:00:00+00:00,246,246,2900 E GENESEE ST     ,NO,From Building,BURGLARY,43.0419600000001,-76.1047785,1644,2024-02,4.4,1,388
-8473341.80388636,5319131.2064403,2024-07-11 00:00:00+00:00,1529,1529,300 ALLEN ST     ,NO,From Building,BURGLARY,43.047018,-76.1173244999999,1645,2024-07,3.9,1,554
-8473341.80388636,5319131.2064403,2024-05-13 00:00:00+00:00,1500,1000,300 ALLEN ST     ,NO,From Building,BURGLARY,43.047018,-76.1173244999999,1647,2024-05,3.4,1,433
-8479925.62819009,5319783.79730256,2024-10-19 00:00:00+00:00,430,430,300 APPLE ST ,NO,Of Bicycle,MV THEFT,43.0513020000001,-76.1764679999999,1648,2024-10,3.2,3,531
-8479925.62819009,5319783.79730256,2024-10-28 00:00:00+00:00,1836,1836,300 APPLE ST     ,NO,All Other,LARCENY,43.0513020000001,-76.1764679999999,1650,2024-10,3.2,2,531
-8479925.62819009,5319783.79730256,2024-08-08 00:00:00+00:00,1225,1226,300 APPLE ST     ,NO,All Other,LARCENY,43.0513020000001,-76.1764679999999,1651,2024-08,3.8,2,648
-8479925.62819009,5319783.79730256,2024-10-25 00:00:00+00:00,1138,1138,300 APPLE ST     ,NO,Shoplifting,LARCENY,43.0513020000001,-76.1764679999999,1652,2024-10,3.2,2,531
-8478874.15993981,5315196.06249734,2024-08-20 00:00:00+00:00,515,1601,300 ARLINGTON AVE    ,NO,Of Bicycle,MV THEFT,43.0211790000001,-76.1670225,1653,2024-08,3.8,3,648
-8480025.31490542,5317265.54154309,2024-08-22 00:00:00+00:00,2200,700,300 ARTHUR ST     ,NO,Of Bicycle,MV THEFT,43.034769,-76.1773635009999,1654,2024-08,3.8,3,648
-8477282.17990197,5313638.0881947,2024-11-01 00:00:00+00:00,2124,2124,300 ATLANTIC AV   ,NO,Of Bicycle,MV THEFT,43.010946,-76.1527215,1656,2024-11,3.3,3,436
-8477282.17990197,5313638.0881947,2024-02-18 00:00:00+00:00,220,819,300 ATLANTIC AV   ,NO,Motor Vehicle,MV THEFT,43.010946,-76.1527215,1657,2024-02,4.4,3,388
-8470979.88259046,5319966.14701444,2024-06-02 00:00:00+00:00,1021,1021,300 AUDUBON PKWY   ,NO,All Other,LARCENY,43.0524990000001,-76.096107,1658,2024-06,3.6,2,469
-8470979.88259046,5319966.14701444,2024-07-13 00:00:00+00:00,0,300,300 AUDUBON PKWY   ,NO,Of Bicycle,MV THEFT,43.0524990000001,-76.096107,1660,2024-07,3.9,3,554
-8481558.68512003,5319242.25334793,2024-04-23 00:00:00+00:00,2300,100,300 AVERY AV   ,NO,Of Bicycle,MV THEFT,43.0477470000001,-76.191138,1661,2024-04,3.4,3,426
-8470979.88259046,5319966.14701444,2024-07-17 00:00:00+00:00,200,400,300 AUDUBON PKWY   ,NO,From Motor Vehicle,LARCENY,43.0524990000001,-76.096107,1662,2024-07,3.9,2,554
-8469675.94173505,5318584.21685972,2024-12-27 00:00:00+00:00,1745,1752,300 BARRINGTON RD     ,NO,Of Bicycle,MV THEFT,43.0434270000001,-76.0843935,1663,2024-12,3.5,3,386
-8474401.28713999,5316824.19697787,2024-04-28 00:00:00+00:00,0,700,300 BERKELEY DR ,NO,All Other,LARCENY,43.0318710000001,-76.126842,1664,2024-04,3.4,2,426
-8474162.339853,5321220.75466984,2024-07-04 00:00:00+00:00,1730,1731,300 BOYDEN ST   ,NO,Of Bicycle,MV THEFT,43.060734,-76.1246955,1665,2024-07,3.9,3,554
-8473872.79785744,5316554.19209964,2024-09-17 00:00:00+00:00,700,700,300 BROAD ST     ,NO,All Other,LARCENY,43.0300980000001,-76.1220944999999,1666,2024-09,3.1,2,569
-8472730.65988191,5319295.72084822,2024-03-24 00:00:00+00:00,153,154,300 BRUCE ST     ,NO,From Motor Vehicle,LARCENY,43.048098,-76.1118345,1668,2024-03,4.0,2,489
-8472730.65988191,5319295.72084822,2024-05-16 00:00:00+00:00,1412,1412,300 BRUCE ST     ,NO,Of Bicycle,MV THEFT,43.048098,-76.1118345,1669,2024-05,3.4,3,433
-8472730.65988191,5319295.72084822,2024-05-03 00:00:00+00:00,2237,2237,300 BRUCE ST     ,YES,Of Bicycle,MV THEFT,43.048098,-76.1118345,1670,2024-05,3.4,3,433
-8472730.65988191,5319295.72084822,2024-05-14 00:00:00+00:00,0,900,300 BRUCE ST     ,NO,Of Bicycle,MV THEFT,43.048098,-76.1118345,1671,2024-05,3.4,3,433
-8472730.65988191,5319295.72084822,2024-04-29 00:00:00+00:00,1530,1530,300 BRUCE ST     ,NO,All Other,LARCENY,43.048098,-76.1118345,1673,2024-04,3.4,2,426
-8476274.29323233,5319914.04673361,2024-03-20 00:00:00+00:00,1800,850,300 BURNET AV   ,YES,Of Bicycle,MV THEFT,43.0521570000001,-76.1436674999999,1674,2024-03,4.0,3,489
-8476274.29323233,5319914.04673361,2024-01-08 00:00:00+00:00,2000,1000,300 BURNET AVE  ,NO,Motor Vehicle,MV THEFT,43.0521570000001,-76.1436674999999,1675,2024-01,4.3,3,430
-8480931.01017119,5318767.91405015,2024-01-10 00:00:00+00:00,2000,600,300 BURNET PARK DR     ,NO,From Motor Vehicle,LARCENY,43.044633,-76.1854994999999,1676,2024-01,4.3,2,430
-8480931.01017119,5318767.91405015,2024-08-08 00:00:00+00:00,2130,2140,300 BURNET PARK DR     ,NO,From Motor Vehicle,LARCENY,43.044633,-76.1854994999999,1677,2024-08,3.8,2,648
-8476584.87461164,5321935.20218996,2024-11-05 00:00:00+00:00,1600,1600,300 CARBON ST     ,NO,All Other,LARCENY,43.0654230000001,-76.1464574999999,1680,2024-11,3.3,2,436
-8476584.87461164,5321935.20218996,2024-11-04 00:00:00+00:00,948,951,300 CARBON ST     ,NO,All Other,LARCENY,43.0654230000001,-76.1464574999999,1682,2024-11,3.3,2,436
-8470649.26381412,5321807.66724408,2024-03-11 00:00:00+00:00,900,917,300 CLOVER RIDGE DR     ,NO,Of Bicycle,MV THEFT,43.0645860000001,-76.0931370009999,1683,2024-03,4.0,3,489
-8470649.26381412,5321807.66724408,2024-03-15 00:00:00+00:00,1300,1345,300 CLOVER RIDGE DR     ,NO,Of Bicycle,MV THEFT,43.0645860000001,-76.0931370009999,1684,2024-03,4.0,3,489
-8470649.26381412,5321807.66724408,2024-03-04 00:00:00+00:00,1030,1230,300 CLOVER RIDGE DR     ,NO,From Building,LARCENY,43.0645860000001,-76.0931370009999,1685,2024-03,4.0,2,489
-8480785.73823571,5318603.40893456,2024-07-24 00:00:00+00:00,29,29,300 COLERIDGE AV   ,NO,Of Bicycle,BURGLARY,43.043553,-76.1841945,1686,2024-07,3.9,1,554
-8473863.78097869,5319094.1910977,2024-05-25 00:00:00+00:00,145,145,300 COLUMBUS AV   ,NO,Of Bicycle,MV THEFT,43.046775,-76.1220135,1687,2024-05,3.4,3,433
-8480785.73823571,5318603.40893456,2024-01-10 00:00:00+00:00,705,705,300 COLERIDGE AV   ,NO,From Motor Vehicle,LARCENY,43.043553,-76.1841945,1688,2024-01,4.3,2,430
-8473863.78097869,5319094.1910977,2024-07-17 00:00:00+00:00,2200,2221,300 COLUMBUS AV   ,NO,Of Bicycle,MV THEFT,43.046775,-76.1220135,1689,2024-07,3.9,3,554
-8474907.73505203,5318643.16407213,2024-04-26 00:00:00+00:00,30,930,300 COMSTOCK AV   ,NO,From Motor Vehicle,LARCENY,43.0438140000001,-76.131391499,1690,2024-04,3.4,2,426
-8474907.73505203,5318643.16407213,2024-02-27 00:00:00+00:00,1224,1224,300 COMSTOCK AV ,NO,All Other,LARCENY,43.0438140000001,-76.131391499,1691,2024-02,4.4,2,388
-8474907.73505203,5318643.16407213,2024-09-24 00:00:00+00:00,1437,1445,300 COMSTOCK AV   ,NO,All Other,LARCENY,43.0438140000001,-76.131391499,1693,2024-09,3.1,2,569
-8474907.73505203,5318643.16407213,2024-04-18 00:00:00+00:00,430,1100,300 COMSTOCK AV   ,NO,From Motor Vehicle,LARCENY,43.0438140000001,-76.131391499,1694,2024-04,3.4,2,426
-8474907.73505203,5318643.16407213,2024-05-12 00:00:00+00:00,2100,1530,300 COMSTOCK AV   ,NO,From Motor Vehicle,LARCENY,43.0438140000001,-76.131391499,1695,2024-05,3.4,2,433
-8478500.96134692,5316772.11421144,2024-05-04 00:00:00+00:00,100,900,300 COOLIDGE AV   ,NO,Of Bicycle,MV THEFT,43.031529,-76.16367,1698,2024-05,3.4,3,433
-8478500.96134692,5316772.11421144,2024-04-22 00:00:00+00:00,1300,1512,300 COOLIDGE AV   ,NO,Of Bicycle,MV THEFT,43.031529,-76.16367,1699,2024-04,3.4,3,426
-8478500.96134692,5316772.11421144,2024-04-18 00:00:00+00:00,2150,1646,300 COOLIDGE AV   ,NO,All Other,LARCENY,43.031529,-76.16367,1700,2024-04,3.4,2,426
-8478500.96134692,5316772.11421144,2024-02-23 00:00:00+00:00,920,920,300 COOLIDGE AVE  ,NO,All Other,LARCENY,43.031529,-76.16367,1701,2024-02,4.4,2,388
-8476557.32303767,5322664.79040832,2024-12-31 00:00:00+00:00,2130,740,300 CRAIG ST     ,NO,Of Bicycle,MV THEFT,43.070211,-76.1462099999999,1702,2024-12,3.5,3,386
-8479120.62129242,5316265.00770804,2024-06-01 00:00:00+00:00,1930,2244,300 CROSSETT ST     ,NO,Of Bicycle,MV THEFT,43.028199,-76.1692365,1703,2024-06,3.6,3,469
-8479120.62129242,5316265.00770804,2024-05-08 00:00:00+00:00,1844,1844,300 CROSSETT ST     ,NO,All Other,LARCENY,43.028199,-76.1692365,1705,2024-05,3.4,2,433
-8470672.30694871,5318924.19659251,2024-04-13 00:00:00+00:00,1700,1740,300 DEMONG DR     ,NO,Of Bicycle,MV THEFT,43.0456590000001,-76.0933440009999,1706,2024-04,3.4,3,426
-8476854.88003656,5319351.93060151,2024-05-06 00:00:00+00:00,810,1200,300 E FAYETTE ST     ,NO,From Motor Vehicle,LARCENY,43.0484670000001,-76.148883,1708,2024-05,3.4,2,433
-8478661.26141367,5316781.70838345,2024-06-10 00:00:00+00:00,1015,1230,300 E ONONDAGA ST     ,NO,Of Bicycle,MV THEFT,43.031592,-76.16511,1709,2024-06,3.6,3,469
-8478661.26141367,5316781.70838345,2024-11-09 00:00:00+00:00,1900,30,300 E ONONDAGA ST     ,NO,Of Bicycle,MV THEFT,43.031592,-76.16511,1710,2024-11,3.3,3,436
-8476769.7206261,5319449.27024237,2024-10-16 00:00:00+00:00,2112,2122,300 E WASHINGTON ST     ,NO,From Building,BURGLARY,43.0491060000001,-76.148118,1711,2024-10,3.2,1,531
-8476769.7206261,5319449.27024237,2024-05-27 00:00:00+00:00,1000,1400,300 E WASHINGTON ST     ,NO,Of Bicycle,MV THEFT,43.0491060000001,-76.148118,1712,2024-05,3.4,3,433
-8476769.7206261,5319449.27024237,2024-01-24 00:00:00+00:00,1646,1646,300 E WASHINGTON ST     ,NO,From Mailbox,LARCENY,43.0491060000001,-76.148118,1713,2024-01,4.3,2,430
-8476769.7206261,5319449.27024237,2024-08-01 00:00:00+00:00,2000,1000,300 E WASHINGTON ST     ,NO,From Motor Vehicle,LARCENY,43.0491060000001,-76.148118,1714,2024-08,3.8,2,648
-8476769.7206261,5319449.27024237,2024-09-20 00:00:00+00:00,343,343,300 E WASHINGTON ST     ,NO,From Motor Vehicle,LARCENY,43.0491060000001,-76.148118,1715,2024-09,3.1,2,569
-8474521.51219004,5317471.14395332,2024-08-03 00:00:00+00:00,2100,730,300 EUCLID AV   ,NO,From Building,LARCENY,43.036119,-76.127922,1716,2024-08,3.8,2,648
-8474521.51219004,5317471.14395332,2024-03-08 00:00:00+00:00,400,900,300 EUCLID AV   ,NO,From Motor Vehicle,LARCENY,43.036119,-76.127922,1717,2024-03,4.0,2,489
-8474521.51219004,5317471.14395332,2024-08-02 00:00:00+00:00,25,25,300 EUCLID AV   ,NO,From Motor Vehicle,LARCENY,43.036119,-76.127922,1718,2024-08,3.8,2,648
-8478036.09115337,5318770.65582662,2024-04-23 00:00:00+00:00,1752,1752,300 FABIUS ST     ,YES,Pocket Picking,LARCENY,43.044651,-76.1594939999999,1719,2024-04,3.4,2,426
-8478036.09115337,5318770.65582662,2024-04-21 00:00:00+00:00,1900,600,300 FABIUS ST     ,NO,Of Bicycle,MV THEFT,43.044651,-76.1594939999999,1720,2024-04,3.4,3,426
-8478036.09115337,5318770.65582662,2024-12-10 00:00:00+00:00,1648,1648,300 FABIUS ST     ,NO,From Building,LARCENY,43.044651,-76.1594939999999,1721,2024-12,3.5,2,386
-8475378.1156717,5320348.68165837,2024-06-10 00:00:00+00:00,100,924,300 GERTRUDE ST     ,NO,All Other,LARCENY,43.05501,-76.135617,1722,2024-06,3.6,2,469
-8475378.1156717,5320348.68165837,2024-11-09 00:00:00+00:00,1257,1257,300 GERTRUDE ST     ,NO,All Other,LARCENY,43.05501,-76.135617,1724,2024-11,3.3,2,436
-8475378.1156717,5320348.68165837,2024-11-14 00:00:00+00:00,1534,1534,300 GERTRUDE ST     ,NO,All Other,LARCENY,43.05501,-76.135617,1725,2024-11,3.3,2,436
-8475378.1156717,5320348.68165837,2024-09-16 00:00:00+00:00,2047,2047,300 GERTRUDE ST     ,NO,Of Bicycle,MV THEFT,43.05501,-76.135617,1726,2024-09,3.1,3,569
-8477920.37454269,5318626.71364986,2024-01-31 00:00:00+00:00,730,1230,300 GIFFORD ST   ,NO,From Motor Vehicle,LARCENY,43.043706,-76.1584544999999,1727,2024-01,4.3,2,430
-8477920.37454269,5318626.71364986,2024-04-22 00:00:00+00:00,2110,2122,300 GIFFORD ST     ,NO,From Motor Vehicle,LARCENY,43.043706,-76.1584544999999,1728,2024-04,3.4,2,426
-8477920.37454269,5318626.71364986,2024-09-26 00:00:00+00:00,1948,2000,300 GIFFORD ST     ,NO,All Other,LARCENY,43.043706,-76.1584544999999,1729,2024-09,3.1,2,569
-8477920.37454269,5318626.71364986,2024-03-18 00:00:00+00:00,1500,1500,300 GIFFORD ST     ,YES,All Other,BURGLARY,43.043706,-76.1584544999999,1730,2024-03,4.0,1,489
-8477920.37454269,5318626.71364986,2024-01-08 00:00:00+00:00,1005,1005,300 GIFFORD ST   ,NO,From Motor Vehicle,LARCENY,43.043706,-76.1584544999999,1731,2024-01,4.3,2,430
-8477920.37454269,5318626.71364986,2024-04-03 00:00:00+00:00,1500,1615,300 GIFFORD ST     ,NO,From Motor Vehicle,LARCENY,43.043706,-76.1584544999999,1732,2024-04,3.4,2,426
-8480168.08204104,5317553.3861839,2024-04-27 00:00:00+00:00,1502,1600,300 HARTSON ST     ,NO,All Other,LARCENY,43.036659,-76.178646,1734,2024-04,3.4,2,426
-8480168.08204104,5317553.3861839,2024-04-27 00:00:00+00:00,100,815,300 HARTSON ST     ,NO,Of Bicycle,MV THEFT,43.036659,-76.178646,1735,2024-04,3.4,3,426
-8480168.08204104,5317553.3861839,2024-03-22 00:00:00+00:00,1730,1730,300 HARTSON ST     ,YES,Of Bicycle,MV THEFT,43.036659,-76.178646,1736,2024-03,4.0,3,489
-8476068.90877182,5320047.04013148,2024-12-21 00:00:00+00:00,431,431,300 HAWLEY AV   ,NO,All Other,ROBBERY,43.05303,-76.1418225,1737,2024-12,3.5,4,386
-8476068.90877182,5320047.04013148,2024-04-11 00:00:00+00:00,1141,1141,300 HAWLEY AV   ,NO,Unknown,LARCENY,43.05303,-76.1418225,1738,2024-04,3.4,2,426
-8476068.90877182,5320047.04013148,2024-11-17 00:00:00+00:00,132,132,300 HAWLEY AV   ,NO,Of Bicycle,MV THEFT,43.05303,-76.1418225,1741,2024-11,3.3,3,436
-8476068.90877182,5320047.04013148,2024-10-24 00:00:00+00:00,1329,1329,300 HAWLEY AV   ,NO,All Other,LARCENY,43.05303,-76.1418225,1742,2024-10,3.2,2,531
-8476792.76364938,5322368.55974836,2024-07-04 00:00:00+00:00,1700,2200,300 HERBERT ST     ,NO,From Building,BURGLARY,43.068267,-76.148324999,1745,2024-07,3.9,1,554
-8478613.17139364,5323096.81029663,2024-07-18 00:00:00+00:00,2010,700,300 HIAWATHA BLVD W ,NO,Of Bicycle,MV THEFT,43.073046,-76.164678,1746,2024-07,3.9,3,554
-8478613.17139364,5323096.81029663,2024-02-08 00:00:00+00:00,1930,2000,300 HIAWATHA BLVD W ,NO,From Building,LARCENY,43.073046,-76.164678,1747,2024-02,4.4,2,388
-8478613.17139364,5323096.81029663,2024-01-11 00:00:00+00:00,1000,1010,300 HIAWATHA BLVD W ,NO,All Other,LARCENY,43.073046,-76.164678,1748,2024-01,4.3,2,430
-8478613.17139364,5323096.81029663,2024-01-13 00:00:00+00:00,1900,0,300 HIAWATHA BLVD W ,NO,Motor Vehicle,MV THEFT,43.073046,-76.164678,1749,2024-01,4.3,3,430
-8478613.17139364,5323096.81029663,2024-08-04 00:00:00+00:00,2100,915,300 HIAWATHA BLVD W ,NO,Of Bicycle,MV THEFT,43.073046,-76.164678,1750,2024-08,3.8,3,648
-8478613.17139364,5323096.81029663,2024-01-14 00:00:00+00:00,1800,427,300 HIAWATHA BLVD W ,NO,Motor Vehicle,MV THEFT,43.073046,-76.164678,1751,2024-01,4.3,3,430
-8478613.17139364,5323096.81029663,2024-09-07 00:00:00+00:00,1530,1530,300 HIAWATHA BLVD W ,YES,From Building,LARCENY,43.073046,-76.164678,1752,2024-09,3.1,2,569
-8478613.17139364,5323096.81029663,2024-07-23 00:00:00+00:00,2100,655,300 HIAWATHA BLVD W ,NO,Of Bicycle,MV THEFT,43.073046,-76.164678,1753,2024-07,3.9,3,554
-8478613.17139364,5323096.81029663,2024-01-04 00:00:00+00:00,0,1,300 HIAWATHA BLVD W ,NO,From Motor Vehicle,LARCENY,43.073046,-76.164678,1754,2024-01,4.3,2,430
-8478613.17139364,5323096.81029663,2024-07-06 00:00:00+00:00,930,930,300 HIAWATHA BLVD W ,NO,From Building,LARCENY,43.073046,-76.164678,1755,2024-07,3.9,2,554
-8478613.17139364,5323096.81029663,2024-12-12 00:00:00+00:00,733,733,300 HIAWATHA BLVD W ,NO,All Other,LARCENY,43.073046,-76.164678,1756,2024-12,3.5,2,386
-8478613.17139364,5323096.81029663,2024-07-16 00:00:00+00:00,200,845,300 HIAWATHA BLVD W ,NO,Motor Vehicle,MV THEFT,43.073046,-76.164678,1757,2024-07,3.9,3,554
-8472962.09310327,5321655.45039453,2024-04-15 00:00:00+00:00,1405,1410,300 HICKOK AVE    ,NO,All Other,LARCENY,43.063587,-76.1139135,1758,2024-04,3.4,2,426
-8475864.02524901,5320965.70602673,2024-01-02 00:00:00+00:00,2225,2225,300 HIGHLAND AV   ,NO,All Other,LARCENY,43.05906,-76.139982,1759,2024-01,4.3,2,430
-8475864.02524901,5320965.70602673,2024-06-26 00:00:00+00:00,1245,1245,300 HIGHLAND AVE    ,NO,All Other,LARCENY,43.05906,-76.139982,1760,2024-06,3.6,2,469
-8472375.99598424,5321695.21852126,2024-03-03 00:00:00+00:00,1400,850,300 HILLSDALE AV   ,NO,Of Bicycle,MV THEFT,43.0638480000001,-76.1086485,1761,2024-03,4.0,3,489
-8478399.77192979,5315122.06312202,2024-03-12 00:00:00+00:00,658,658,300 HILLVIEW AV   ,NO,Of Bicycle,MV THEFT,43.0206930000001,-76.162761,1762,2024-03,4.0,3,489
-8478399.77192979,5315122.06312202,2024-07-20 00:00:00+00:00,2100,520,300 HILLVIEW AV   ,NO,From Motor Vehicle,LARCENY,43.0206930000001,-76.162761,1763,2024-07,3.9,2,554
-8473672.92371173,5321640.36597696,2024-09-28 00:00:00+00:00,100,800,300 HIXSON AV   ,NO,From Building,BURGLARY,43.0634880000001,-76.120299,1764,2024-09,3.1,1,569
-8478399.77192979,5315122.06312202,2024-01-17 00:00:00+00:00,2230,1400,300 HILLVIEW AV ,NO,Motor Vehicle,MV THEFT,43.0206930000001,-76.162761,1765,2024-01,4.3,3,430
-8477853.24888974,5316751.55530459,2024-12-12 00:00:00+00:00,1130,1130,300 HOVEY ST     ,NO,All Other,LARCENY,43.031394,-76.1578514999999,1766,2024-12,3.5,2,386
-8471507.87093529,5317981.05745002,2024-08-31 00:00:00+00:00,1900,800,300 HURLBURT RD     ,NO,Of Bicycle,BURGLARY,43.0394670000001,-76.10085,1767,2024-08,3.8,1,648
-8475256.38780851,5314569.82702132,2024-12-07 00:00:00+00:00,745,745,300 IVY RIDGE RD     ,NO,From Motor Vehicle,LARCENY,43.0170660000001,-76.1345234999999,1768,2024-12,3.5,2,386
-8475256.38780851,5314569.82702132,2024-01-03 00:00:00+00:00,1300,500,300 IVY RIDGE RD     ,YES,Motor Vehicle,MV THEFT,43.0170660000001,-76.1345234999999,1769,2024-01,4.3,3,430
-8475256.38780851,5314569.82702132,2024-09-06 00:00:00+00:00,1700,700,300 IVY RIDGE RD     ,NO,Of Bicycle,MV THEFT,43.0170660000001,-76.1345234999999,1770,2024-09,3.1,3,569
-8475256.38780851,5314569.82702132,2024-03-04 00:00:00+00:00,1100,1430,300 IVY RIDGE RD   ,NO,Motor Vehicle,MV THEFT,43.0170660000001,-76.1345234999999,1771,2024-03,4.0,3,489
-8478715.36257487,5317734.32163876,2024-03-30 00:00:00+00:00,2104,2104,300 KELLOGG ST     ,YES,Of Bicycle,MV THEFT,43.0378470000001,-76.1655959989999,1772,2024-03,4.0,3,489
-8478715.36257487,5317734.32163876,2024-06-05 00:00:00+00:00,520,720,300 KELLOGG ST     ,NO,All Other,LARCENY,43.0378470000001,-76.1655959989999,1773,2024-06,3.6,2,469
-8473772.10937802,5316844.7560445,2024-04-04 00:00:00+00:00,1930,828,300 KENSINGTON RD     ,NO,Of Bicycle,MV THEFT,43.0320060000001,-76.12119,1774,2024-04,3.4,3,426
-8473772.10937802,5316844.7560445,2024-07-24 00:00:00+00:00,1206,1206,300 KENSINGTON RD     ,NO,All Other,LARCENY,43.0320060000001,-76.12119,1775,2024-07,3.9,2,554
-8475321.50982195,5323661.89504528,2024-09-25 00:00:00+00:00,1607,1607,300 KENWICK DR     ,NO,All Other,LARCENY,43.0767540000001,-76.1351085009999,1776,2024-09,3.1,2,569
-8473596.78118002,5319122.98079594,2024-05-23 00:00:00+00:00,2000,1100,300 LEXINGTON AV   ,NO,From Building,BURGLARY,43.0469640000001,-76.119615,1777,2024-05,3.4,1,433
-8473596.78118002,5319122.98079594,2024-09-07 00:00:00+00:00,1645,230,300 LEXINGTON AV   ,NO,From Building,BURGLARY,43.0469640000001,-76.119615,1778,2024-09,3.1,1,569
-8473596.78118002,5319122.98079594,2024-05-19 00:00:00+00:00,1040,1640,300 LEXINGTON AVE  ,NO,From Building,LARCENY,43.0469640000001,-76.119615,1779,2024-05,3.4,2,433
-8473565.7230421,5319486.28699165,2024-11-23 00:00:00+00:00,540,540,300 LOMBARD AV   ,NO,From Building,BURGLARY,43.0493490000001,-76.119336,1780,2024-11,3.3,1,436
-8478861.63638578,5314225.8949666,2024-07-01 00:00:00+00:00,0,541,300 LYNCH AV   ,NO,Of Bicycle,MV THEFT,43.0148070000001,-76.166909999,1782,2024-07,3.9,3,554
-8477883.80608997,5313042.09807834,2024-03-23 00:00:00+00:00,1552,1552,300 MAINS AV   ,NO,Of MV Parts/Accessories,LARCENY,43.007031,-76.158126,1783,2024-03,4.0,2,489
-8477883.80608997,5313042.09807834,2024-11-21 00:00:00+00:00,1344,1700,300 MAINS AV   ,NO,All Other,LARCENY,43.007031,-76.158126,1784,2024-11,3.3,2,436
-8477883.80608997,5313042.09807834,2024-08-22 00:00:00+00:00,0,1514,300 MAINS AV   ,NO,From Motor Vehicle,LARCENY,43.007031,-76.158126,1785,2024-08,3.8,2,648
-8477883.80608997,5313042.09807834,2024-07-22 00:00:00+00:00,620,1520,300 MAINS AV   ,NO,Of Bicycle,MV THEFT,43.007031,-76.158126,1786,2024-07,3.9,3,554
-8478340.66128018,5319147.65775075,2024-06-25 00:00:00+00:00,440,440,300 MARCELLUS ST     ,YES,From Building,BURGLARY,43.047126,-76.16223,1788,2024-06,3.6,1,469
-8477900.83786074,5315038.47193966,2024-03-06 00:00:00+00:00,600,600,300 MARGUERITE AV ,NO,All Other,LARCENY,43.0201440000001,-76.1582789989999,1789,2024-03,4.0,2,489
-8477676.41798994,5317775.4438216,2024-02-18 00:00:00+00:00,2015,620,300 MIDLAND AV   ,NO,Motor Vehicle,MV THEFT,43.0381170000001,-76.156263001,1790,2024-02,4.4,3,388
-8477676.41798994,5317775.4438216,2024-07-18 00:00:00+00:00,0,1423,300 MIDLAND AV   ,NO,All Other,LARCENY,43.0381170000001,-76.156263001,1791,2024-07,3.9,2,554
-8477353.31305659,5316855.72089853,2024-06-22 00:00:00+00:00,115,130,300 MARTIN LUTHER KING      W ,NO,Of Bicycle,MV THEFT,43.0320780000001,-76.1533605,1792,2024-06,3.6,3,469
-8477676.41798994,5317775.4438216,2024-03-03 00:00:00+00:00,346,500,300 MIDLAND AV   ,NO,Of Bicycle,MV THEFT,43.0381170000001,-76.156263001,1793,2024-03,4.0,3,489
-8472145.06370059,5323201.04665901,2024-06-30 00:00:00+00:00,1945,1945,300 N  EDWARDS AVE    ,NO,All Other,LARCENY,43.0737300000001,-76.106574,1795,2024-06,3.6,2,469
-8472245.2512423,5323194.18896784,2024-05-31 00:00:00+00:00,145,424,300 N COLLINGWOOD AV   ,NO,Motor Vehicle,BURGLARY,43.0736850000001,-76.107474,1796,2024-05,3.4,1,433
-8472145.06370059,5323201.04665901,2024-11-04 00:00:00+00:00,1135,1135,300 N EDWARDS AV   ,NO,All Other,LARCENY,43.0737300000001,-76.106574,1797,2024-11,3.3,2,436
-8472145.06370059,5323201.04665901,2024-10-09 00:00:00+00:00,1358,1358,300 N EDWARDS AV   ,NO,All Other,LARCENY,43.0737300000001,-76.106574,1798,2024-10,3.2,2,531
